Branch,Bucket,Code,Search,Title
Marines,7,6469,"6469 CASS Test Station IMA Advanced Maintenance Technician, IMA","CASS Test Station IMA Advanced Maintenance Technician, IMA"
Marines,7,6482,"6482 Aircraft Electronic Countermeasures Systems Technician, Fixed-Wing, IMA","Aircraft Electronic Countermeasures Systems Technician, Fixed-Wing, IMA"
Marines,7,6483,"6483 Aircraft Electronic Countermeasures Systems Technician, Helicopter, IMA","Aircraft Electronic Countermeasures Systems Technician, Helicopter, IMA"
Marines,7,6484,"6484 CASS EW Configuration Operator/Maintainer/Technician, IMA","CASS EW Configuration Operator/Maintainer/Technician, IMA"
Marines,7,6492,"6492 Aviation Precision Measurement Equipment/Calibration and Repair Technician, IMA","Aviation Precision Measurement Equipment/Calibration and Repair Technician, IMA"
Marines,7,6493,"6493 Aviation Meteorological Equipment Technician, OMA/IMA","Aviation Meteorological Equipment Technician, OMA/IMA"
Marines,7,6012,6012 Aviation Maintenance Controller/Production Controller,Aviation Maintenance Controller/Production Controller
Marines,7,6018,"6018 Aviation Quality Assurance Representative (QAR) , Collateral Duty Quality Assurance Representative (CDQAR), and Collateral Duty Inspector (COI)","Aviation Quality Assurance Representative (QAR) , Collateral Duty Quality Assurance Representative (CDQAR), and Collateral Duty Inspector (COI)"
Marines,7,6019,6019 Aircraft Maintenance Chief,Aircraft Maintenance Chief
Marines,7,6023,6023 Aircraft Power Plants Test Cell Operator,Aircraft Power Plants Test Cell Operator
Marines,7,6033,6033 Aircraft Nondestructive Inspection Technician,Aircraft Nondestructive Inspection Technician
Marines,7,6042,6042 Individual Material Readiness List (IMRS) Asset Manager,Individual Material Readiness List (IMRS) Asset Manager
Marines,7,6043,6043 Aircraft Welder,Aircraft Welder
Marines,7,6046,6046 Aircraft Maintenance Administration Specialist,Aircraft Maintenance Administration Specialist
Marines,7,6048,6048 Flight Equipment Technician,Flight Equipment Technician
Marines,7,6049,6049 NALCOMIS Application Administrator/Analyst,NALCOMIS Application Administrator/Analyst
Marines,7,6062,6062 Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic,Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic
Marines,7,6072,6072 Aircraft Maintenance Support Equipment Hydraulic/Pneumatic/Structures Mechanic,Aircraft Maintenance Support Equipment Hydraulic/Pneumatic/Structures Mechanic
Marines,7,6073,6073 Aircraft Maintenance Support Equipment Electrician/Refrigeration Mechanic,Aircraft Maintenance Support Equipment Electrician/Refrigeration Mechanic
Marines,7,6074,6074 Cryogenics Equipment Operator,Cryogenics Equipment Operator
Marines,7,6092,6092 Aircraft Intermediate Level Structures Mechanic,Aircraft Intermediate Level Structures Mechanic
Marines,7,6111,6111 Helicopter/Tiltrotor Mechanic-Trainee,Helicopter/Tiltrotor Mechanic-Trainee
Marines,7,6112,"6112 Helicopter Mechanic, CH-46","Helicopter Mechanic, CH-46"
Marines,7,6113,"6113 Helicopter Mechanic, CH-53","Helicopter Mechanic, CH-53"
Marines,7,6114,"6114 Helicopter Mechanic, UH/AH-1","Helicopter Mechanic, UH/AH-1"
Marines,7,6116,"6116 Tiltrotor Mechanic, MV-22","Tiltrotor Mechanic, MV-22"
Marines,7,6122,"6122 Helicopter Power Plants Mechanic, T-5E1","Helicopter Power Plants Mechanic, T-5E1"
Marines,7,6123,"6123 Helicopter Power Plants Mechanic, T-64","Helicopter Power Plants Mechanic, T-64"
Marines,7,6124,"6124 Helicopter Power Plants Mechanic, T-400/T-700","Helicopter Power Plants Mechanic, T-400/T-700"
Marines,7,6132,6132 Helicopter/Tiltrotor Dynamic Components Mechanic,Helicopter/Tiltrotor Dynamic Components Mechanic
Marines,7,6152,"6152 Helicopter Airframe Mechanic, CH-46","Helicopter Airframe Mechanic, CH-46"
Marines,7,6153,"6153 Helicopter Airframe Mechanic, CH-53","Helicopter Airframe Mechanic, CH-53"
Marines,7,6154,"6154 Helicopter Airframe Mechanic, UH/AH-1","Helicopter Airframe Mechanic, UH/AH-1"
Marines,7,6156,"6156 Tiltrotor Airframe Mechanic, MV-22","Tiltrotor Airframe Mechanic, MV-22"
Marines,7,6162,6162 Presidential Support Specialist,Presidential Support Specialist
Marines,7,6172,"6172 Helicopter Crew Chief, CH-46","Helicopter Crew Chief, CH-46"
Marines,7,6173,"6173 Helicopter Crew Chief, CH-53","Helicopter Crew Chief, CH-53"
Marines,7,6174,"6174 Helicopter Crew Chief, UH-1","Helicopter Crew Chief, UH-1"
Marines,7,6176,"6176 Tiltrotor Crew Chief, MV-22","Tiltrotor Crew Chief, MV-22"
Marines,7,6177,6177 Weapons and Tactics Crew Chief Instructor,Weapons and Tactics Crew Chief Instructor
Marines,7,6178,6178 VH-GON Presidential Helicopter Crew Chief,VH-GON Presidential Helicopter Crew Chief
Marines,7,6179,6179 VH-3D Presidential Helicopter Crew Chief,VH-3D Presidential Helicopter Crew Chief
Marines,7,6199,6199 Enlisted Aircrew/Aerial Observer/Gunner,Enlisted Aircrew/Aerial Observer/Gunner
Marines,7,6212,"6212 Fixed-Wing Aircraft Mechanic, AV-8/TAV-S","Fixed-Wing Aircraft Mechanic, AV-8/TAV-S"
Marines,7,6213,"6213 Fixed-Wing Aircraft Mechanic, EA-6","Fixed-Wing Aircraft Mechanic, EA-6"
Marines,7,6214,6214 Unmanned Aerial Vehicle (UAV) Mechanic,Unmanned Aerial Vehicle (UAV) Mechanic
Marines,7,6216,"6216 Fixed-Wing Aircraft Mechanic, KC-130","Fixed-Wing Aircraft Mechanic, KC-130"
Marines,7,6217,"6217 Fixed-Wing Aircraft Mechanic, F/A-18","Fixed-Wing Aircraft Mechanic, F/A-18"
Marines,7,6222,"6222 Fixed Wing Aircraft Power Plants Mechanic, F-402","Fixed Wing Aircraft Power Plants Mechanic, F-402"
Marines,7,6223,"6223 Fixed-Wing Aircraft Power Plants Mechanic, J-52","Fixed-Wing Aircraft Power Plants Mechanic, J-52"
Marines,7,6226,"6226 Fixed-Wing Aircraft Power Plants Mechanic, T-56","Fixed-Wing Aircraft Power Plants Mechanic, T-56"
Marines,7,6227,"6227 Fixed-Wing Aircraft Power Plants Mechanic, F-404","Fixed-Wing Aircraft Power Plants Mechanic, F-404"
Marines,7,6242,"6242 Fixed-Wing Aircraft Flight Engineer, KC-130","Fixed-Wing Aircraft Flight Engineer, KC-130"
Marines,7,6243,"6243 Fixed-Wing Transport Aircraft Specialist, C-9","Fixed-Wing Transport Aircraft Specialist, C-9"
Marines,7,6244,"6244 Fixed-Wing Transport Aircraft Specialist, C-12","Fixed-Wing Transport Aircraft Specialist, C-12"
Marines,7,6246,"6246 Fixed-Wing Transport Aircraft Specialist, C-20","Fixed-Wing Transport Aircraft Specialist, C-20"
Marines,7,6247,"6247 Fixed-Wing Transport Aircraft Specialist, UC-35","Fixed-Wing Transport Aircraft Specialist, UC-35"
Marines,8,6251,6251 Fixed-Wing Aircraft Airframe Mechanic-Trainee,Fixed-Wing Aircraft Airframe Mechanic-Trainee
Marines,8,6252,"6252 Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8","Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8"
Marines,8,6253,"6253 Fixed-Wing Aircraft Airframe Mechanic, EA-6","Fixed-Wing Aircraft Airframe Mechanic, EA-6"
Marines,8,6256,"6256 Fixed-Wing Aircraft Airframe Mechanic, KC-130","Fixed-Wing Aircraft Airframe Mechanic, KC-130"
Marines,8,6257,"6257 Fixed-Wing Aircraft Airframe Mechanic, F/A-18","Fixed-Wing Aircraft Airframe Mechanic, F/A-18"
Marines,8,6276,"6276 Fixed-Wing Aircraft Crew Chief, KC-130","Fixed-Wing Aircraft Crew Chief, KC-130"
Marines,8,6281,6281 Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee,Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee
Marines,8,6282,"6282 Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TJW-B","Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TJW-B"
Marines,8,6283,"6283 Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6","Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6"
Marines,8,6286,"6286 Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130","Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130"
Marines,8,6287,"6287 Fixed-Wing Aircraft Safety Equipment Mechanic, F/A-18","Fixed-Wing Aircraft Safety Equipment Mechanic, F/A-18"
Marines,8,5912,5912 Avenger System Maintainer,Avenger System Maintainer
Marines,8,5939,5939 Aviation Communication Systems Technician,Aviation Communication Systems Technician
Marines,8,5942,5942 Aviation Radar Repairer,Aviation Radar Repairer
Marines,8,5948,5948 Aviation Radar Technician,Aviation Radar Technician
Marines,8,5952,5952 Air Traffic Control Navigational Aids Technician,Air Traffic Control Navigational Aids Technician
Marines,8,5953,5953 Air Traffic Control Radar Technician,Air Traffic Control Radar Technician
Marines,8,5954,5954 Air Traffic Control Communications Technician,Air Traffic Control Communications Technician
Marines,8,5959,5959 Air Traffic Control Systems Maintenance,Air Traffic Control Systems Maintenance
Marines,8,5974,5974 Tactical Data Systems Administrator,Tactical Data Systems Administrator
Marines,8,5979,5979 Tactical Air Operations Module/Air Defense Technician,Tactical Air Operations Module/Air Defense Technician
Marines,8,5993,5993 Electronics Maintenance Chief,Electronics Maintenance Chief
Marines,8,5811,5811 Military Police,Military Police
Marines,8,5812,5812 Working Dog Handler,Working Dog Handler
Marines,8,5813,5813 Accident Investigator,Accident Investigator
Marines,8,5814,5814 Physical Security Specialist,Physical Security Specialist
Marines,8,5816,5816 Special Reaction Team (3RT) Member,Special Reaction Team (3RT) Member
Marines,8,5819,5819 Military Police Investigator (MPI),Military Police Investigator (MPI)
Marines,8,5821,5821 Criminal Investigator CID Agent,Criminal Investigator CID Agent
Marines,8,5822,5822 Forensic Psycho-physiologist (Polygraph Examiner),Forensic Psycho-physiologist (Polygraph Examiner)
Marines,8,5831,5831 Correctional Specialist,Correctional Specialist
Marines,8,5832,5832 Correctional Counselor,Correctional Counselor
Marines,8,5711,"5711 Chemical, Biological, Radiological, and Nuclear (CBRN) Defense Specialist","Chemical, Biological, Radiological, and Nuclear (CBRN) Defense Specialist"
Marines,8,5731,"5731 Joint Chemical, Biological, Radiological, Nuclear Reconnaissance System Operator (JCBRNRS) LAV Operator","Joint Chemical, Biological, Radiological, Nuclear Reconnaissance System Operator (JCBRNRS) LAV Operator"
Marines,8,5511,"5511 Member, ""The President's Own,"" United States Marine Band","Member, ""The President's Own,"" United States Marine Band"
Marines,8,5512,"5512 Member, ""The Commandant's Own,"" U.S. Marine Drum & Bugle Corps","Member, ""The Commandant's Own,"" U.S. Marine Drum & Bugle Corps"
Marines,8,5517,5517 Bandmaster,Bandmaster
Marines,8,5519,5519 Enlisted Conductor,Enlisted Conductor
Marines,8,5521,5521 Drum Major,Drum Major
Marines,8,5522,5522 Small Ensemble Leader,Small Ensemble Leader
Marines,8,5523,5523 Instrument Repair Technician,Instrument Repair Technician
Marines,8,5524,5524 Musician,Musician
Marines,8,5526,"5526 Musician, Oboe","Musician, Oboe"
Marines,8,5528,"5528 Musician, Bassoon","Musician, Bassoon"
Marines,8,5534,"5534 Musician, Clarinet","Musician, Clarinet"
Marines,8,5536,"5536 Musician, Flute/Piccolo","Musician, Flute/Piccolo"
Marines,8,5537,"5537 Musician, Saxophone","Musician, Saxophone"
Marines,8,5541,"5541 Musician, Trumpet","Musician, Trumpet"
Marines,8,5543,"5543 Musician, Euphonium","Musician, Euphonium"
Marines,8,5544,"5544 Musician, Horn","Musician, Horn"
Marines,8,5546,"5546 Musician, Trombone","Musician, Trombone"
Marines,8,5547,"5547 Musician, Tuba/Sousaphone","Musician, Tuba/Sousaphone"
Marines,8,5548,"5548 Musician, Electric Bass","Musician, Electric Bass"
Marines,8,5563,"5563 Musician, Percussion (Drums, Tympani, and Mallets)","Musician, Percussion (Drums, Tympani, and Mallets)"
Marines,8,5566,"5566 Musician, Guitar","Musician, Guitar"
Marines,8,4611,4611 Combat Illustrator,Combat Illustrator
Marines,8,4612,4612 Combat Lithographer,Combat Lithographer
Marines,8,4641,4641 Combat Photographer,Combat Photographer
Marines,8,4671,4671 Combat Videographer,Combat Videographer
Marines,8,4691,4691 Visual Information Chief,Visual Information Chief
Marines,8,4421,4421 Legal Services Specialist,Legal Services Specialist
Marines,8,4429,4429 Legal Services Reporter,Legal Services Reporter
Marines,8,4313,4313 Broadcast Journalist,Broadcast Journalist
Marines,8,4341,4341 Combat Correspondent,Combat Correspondent
Marines,8,4133,4133 Marine Corps Community Services Marine,Marine Corps Community Services Marine
Marines,8,3521,3521 Automotive Organizational Mechanic,Automotive Organizational Mechanic
Marines,8,3522,3522 Automotive Intermediate Mechanic,Automotive Intermediate Mechanic
Marines,8,3523,3523 Logistics Vehicle System Mechanic,Logistics Vehicle System Mechanic
Marines,8,3524,3524 Fuel and Electrical Systems Mechanic,Fuel and Electrical Systems Mechanic
Marines,8,3526,3526 Crash/Fire/Rescue Vehicle Mechanic,Crash/Fire/Rescue Vehicle Mechanic
Marines,8,3529,3529 Motor Transport Maintenance Chief,Motor Transport Maintenance Chief
Marines,8,3531,3531 Motor Vehicle Operator,Motor Vehicle Operator
Marines,8,3534,3534 Semitrailer Refueler Operator,Semitrailer Refueler Operator
Marines,8,3536,3536 Vehicle Recovery Operator,Vehicle Recovery Operator
Marines,8,3537,3537 Motor Transport Operations Chief,Motor Transport Operations Chief
Marines,8,3432,3432 Finance Technician,Finance Technician
Marines,8,3441,3441 NAF Audit Technician,NAF Audit Technician
Marines,8,3451,3451 Financial Management Resource Analyst,Financial Management Resource Analyst
Marines,8,3372,3372 Marine Aide,Marine Aide
Marines,8,3381,"3381 Food Service, Specialist","Food Service, Specialist"
Marines,8,3112,3112 Traffic Management Specialist,Traffic Management Specialist
Marines,8,3043,3043 Supply Administration and Operations Specialist,Supply Administration and Operations Specialist
Marines,8,3044,3044 Contract Specialist,Contract Specialist
Marines,8,3051,3051 Warehouse Clerk,Warehouse Clerk
Marines,8,3052,3052 Packaging Specialist,Packaging Specialist
Marines,8,2821,2821 Technical Controller Marine,Technical Controller Marine
Marines,8,2822,2822 Electronic Switching Equipment Technician,Electronic Switching Equipment Technician
Marines,8,2823,2823 Technical Control Chief,Technical Control Chief
Marines,8,2827,2827 Tactical Electronic Reconnaissance Process/Evaluation Systems (TERPES) Technician,Tactical Electronic Reconnaissance Process/Evaluation Systems (TERPES) Technician
Marines,8,2831,2831 AN/TRC-170 Technician,AN/TRC-170 Technician
Marines,8,2834,2834 Satellite Communications (SATCOM) Technician,Satellite Communications (SATCOM) Technician
Marines,8,2844,2844 Ground Communications Organizational Repairer,Ground Communications Organizational Repairer
Marines,8,2846,2846 Ground Radio Intermediate Repairer,Ground Radio Intermediate Repairer
Marines,8,2847,2847 Telephone Systems/PersonalComputer Intermediate Repairer,Telephone Systems/PersonalComputer Intermediate Repairer
Marines,8,2848,2848 Tactical Remote Sensor System (TRSS) Maintainer,Tactical Remote Sensor System (TRSS) Maintainer
Marines,8,2862,2862 Electronics Maintenance Technician,Electronics Maintenance Technician
Marines,8,2871,2871 Test Measurement and Diagnostic Equipment Technician,Test Measurement and Diagnostic Equipment Technician
Marines,8,2874,2874 Metrology Technician,Metrology Technician
Marines,8,2881,2881 2M/ATE Technician,2M/ATE Technician
Marines,8,2887,2887 Artillery Electronics Technician,Artillery Electronics Technician
Marines,8,2891,2891 Electronics Maintenance Chief,Electronics Maintenance Chief
Marines,8,2671,2671 Middle East Cryptologic Linguist,Middle East Cryptologic Linguist
Marines,8,2673,2673 Asia-Pacific Cryptologic Linguist,Asia-Pacific Cryptologic Linguist
Marines,8,2674,2674 European I (West) Cryptologic Linguist,European I (West) Cryptologic Linguist
Marines,8,2676,2676 European II (East) Cryptologic Linguist,European II (East) Cryptologic Linguist
Marines,8,2691,2691 Signals Intelligence/Electronic Warfare Chief,Signals Intelligence/Electronic Warfare Chief
Marines,8,2711,2711 Afghan Pashto Linguist (MGySgt-Pvt) EMOS,Afghan Pashto Linguist (MGySgt-Pvt) EMOS
Marines,8,2712,2712 Arabic (Mod Std) Linguist,Arabic (Mod Std) Linguist
Marines,8,2713,2713 Arabic (Egyptian) Linguist,Arabic (Egyptian) Linguist
Marines,8,2714,2714 Arabic (Syrian) Linguist,Arabic (Syrian) Linguist
Marines,8,2715,2715 Persian-Afghan (Dari) Linguist,Persian-Afghan (Dari) Linguist
Marines,8,2716,2716 Amharic Linguist,Amharic Linguist
Marines,8,2717,2717 Bengali Linguist,Bengali Linguist
Marines,8,2718,2718 Hebrew Linguist,Hebrew Linguist
Marines,8,2719,2719 Hindi Linguist,Hindi Linguist
Marines,8,2721,2721 Kurdish Linguist,Kurdish Linguist
Marines,8,2722,2722 Persian-Farsi Linguist,Persian-Farsi Linguist
Marines,8,2723,2723 Somali Linguist,Somali Linguist
Marines,8,2724,2724 Swahili Linguist,Swahili Linguist
Marines,8,2726,2726 Turkish Linguist,Turkish Linguist
Marines,8,2727,2727 Urdu Linguist,Urdu Linguist
Marines,8,2728,2728 Arabic (Iraqi) Linguist,Arabic (Iraqi) Linguist
Marines,8,2733,2733 Burmese Linguist,Burmese Linguist
Marines,8,2734,2734 Cambodian Linguist,Cambodian Linguist
Marines,8,2736,2736 Chinese (Cant) Linguist,Chinese (Cant) Linguist
Marines,8,2738,2738 Indonesian Linguist,Indonesian Linguist
Marines,8,2739,2739 Japanese Linguist,Japanese Linguist
Marines,8,2741,2741 Korean Linguist,Korean Linguist
Marines,9,2742,2742 Laotian Linguist,Laotian Linguist
Marines,9,2743,2743 Malay Linguist,Malay Linguist
Marines,9,2744,2744 Tagalog Linguist,Tagalog Linguist
Marines,9,2746,2746 Thai Linguist,Thai Linguist
Marines,9,2754,2754 Dutch Linguist,Dutch Linguist
Marines,9,2756,2756 Finnish Linguist,Finnish Linguist
Marines,9,2757,2757 French Linguist,French Linguist
Marines,9,2758,2758 German Linguist,German Linguist
Marines,9,2759,2759 Greek Linguist,Greek Linguist
Marines,9,2761,2761 Haitian-Creole Linguist,Haitian-Creole Linguist
Marines,9,2763,2763 Italian Linguist,Italian Linguist
Marines,9,2764,2764 Norwegian Linguist,Norwegian Linguist
Marines,9,2766,2766 Portuguese (BR) Linguist,Portuguese (BR) Linguist
Marines,9,2767,2767 Portuguese (EU) Linguist,Portuguese (EU) Linguist
Marines,9,2768,2768 Spanish Linguist,Spanish Linguist
Marines,9,2769,2769 Swedish Linguist,Swedish Linguist
Marines,9,2776,2776 Albanian Linguist,Albanian Linguist
Marines,9,2777,2777 Armenian Linguist,Armenian Linguist
Marines,9,2778,2778 Bulgarian Linguist,Bulgarian Linguist
Marines,9,2779,2779 Czech Linguist,Czech Linguist
Marines,9,2781,2781 Estonian Linguist,Estonian Linguist
Marines,9,2782,2782 Georgian Linguist,Georgian Linguist
Marines,9,2783,2783 Hungarian Linguist,Hungarian Linguist
Marines,9,2784,2784 Latvian Linguist,Latvian Linguist
Marines,9,2786,2786 Lithuanian Linguist,Lithuanian Linguist
Marines,9,2787,2787 Macedonian Linguist,Macedonian Linguist
Marines,9,2788,2788 Polish Linguist,Polish Linguist
Marines,9,2789,2789 Romanian Linguist,Romanian Linguist
Marines,9,2791,2791 Russian Linguist,Russian Linguist
Marines,9,2792,2792 Serb-Croat Linguist,Serb-Croat Linguist
Marines,9,2793,2793 Slovenian Linguist,Slovenian Linguist
Marines,9,2794,2794 Ukrainian Linguist,Ukrainian Linguist
Marines,9,2799,2799 Military Interpreter/Translator,Military Interpreter/Translator
Marines,9,2611,2611 Cryptologic Digital Network Technician/Analyst,Cryptologic Digital Network Technician/Analyst
Marines,9,2621,2621 Special Communications Signals Collection Operator,Special Communications Signals Collection Operator
Marines,9,2629,2629 Signals Intelligence Analyst,Signals Intelligence Analyst
Marines,9,2631,2631 Electronic Intelligence (ELINT) Intercept Operator/Analyst,Electronic Intelligence (ELINT) Intercept Operator/Analyst
Marines,9,2651,2651 Special Intelligence System Administrator/Communicator,Special Intelligence System Administrator/Communicator
Marines,9,2311,2311 Ammunition Technician,Ammunition Technician
Marines,9,2336,2336 Explosive Ordnance Disposal,Explosive Ordnance Disposal
Marines,9,160,160 Postal Officer,Postal Officer
Marines,9,170,170 Personnel Officer,Personnel Officer
Marines,9,180,180 Adjutant,Adjutant
Marines,9,202,202 Marine Air-Ground Task Force (MAGTF) Intelligence Officer,Marine Air-Ground Task Force (MAGTF) Intelligence Officer
Marines,9,203,203 Ground Intelligence Officer,Ground Intelligence Officer
Marines,9,204,204 Human Source Intelligence Officer,Human Source Intelligence Officer
Marines,9,205,205 Senior All-Source Intelligence Analysis Officer,Senior All-Source Intelligence Analysis Officer
Marines,9,206,206 Signals Intelligence/Ground Electronic Warfare Officer,Signals Intelligence/Ground Electronic Warfare Officer
Marines,9,207,207 Air Intelligence Officer,Air Intelligence Officer
Marines,9,210,210 Counterintelligence/Human Source Intelligence (CI/HUMINT) Officer,Counterintelligence/Human Source Intelligence (CI/HUMINT) Officer
Marines,9,215,215 Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer,Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer
Marines,9,220,220 Surveillance Sensor Officer,Surveillance Sensor Officer
Marines,9,277,277 Weapons and Tactics Instructor/Intelligence Officer,Weapons and Tactics Instructor/Intelligence Officer
Marines,9,302,302 Infantry Officer,Infantry Officer
Marines,9,303,303 Light-Armored Reconnaissance (LAR) Officer,Light-Armored Reconnaissance (LAR) Officer
Marines,9,306,306 Infantry Weapons Officer,Infantry Weapons Officer
Marines,9,502,502 Force Deployment Planning and Execution Officer,Force Deployment Planning and Execution Officer
Marines,9,505,505 Marine Air-Ground Task Force (MAGTF) Planner,Marine Air-Ground Task Force (MAGTF) Planner
Marines,9,510,510 Information Operations Staff Officer,Information Operations Staff Officer
Marines,9,520,520 Psychological Operations Officer,Psychological Operations Officer
Marines,9,530,530 Civil Affairs Officer,Civil Affairs Officer
Marines,9,540,540 Space Operations Staff Officer,Space Operations Staff Officer
Marines,9,602,602 Communications Officer,Communications Officer
Marines,9,603,603 C4 Planner,C4 Planner
Marines,9,610,610 Telephone Systems Officer,Telephone Systems Officer
Marines,9,620,620 Tactical Communications Planning and Engineer Officer,Tactical Communications Planning and Engineer Officer
Marines,9,640,640 Strategic Spectrum Planner,Strategic Spectrum Planner
Marines,9,650,650 Network Operations and Systems Officer,Network Operations and Systems Officer
Marines,9,802,802 Field Artillery Officer,Field Artillery Officer
Marines,9,803,803 Targeting Effects Officer,Targeting Effects Officer
Marines,9,840,840 Naval Surface Fire Support Planner,Naval Surface Fire Support Planner
Marines,9,1302,1302 Combat Engineer Officer,Combat Engineer Officer
Marines,9,1310,1310 Engineer Equipment Officer,Engineer Equipment Officer
Marines,9,1330,1330 Facilities Management Officer,Facilities Management Officer
Marines,9,1390,1390 Bulk Fuel Officer,Bulk Fuel Officer
Marines,9,1802,1802 Tank Officer,Tank Officer
Marines,9,1803,1803 Assault Amphibious Vehicle (AAV) Officer,Assault Amphibious Vehicle (AAV) Officer
Marines,9,4302,4302 Public Affairs Officer,Public Affairs Officer
Marines,9,4305,4305 Mass Communication Specialist,Mass Communication Specialist
Marines,9,5803,5803 Military Police Officer,Military Police Officer
Marines,9,5804,5804 Corrections Officer,Corrections Officer
Marines,9,5805,5805 Criminal Investigation Officer,Criminal Investigation Officer
Marines,9,2102,2102 Ordnance Officer,Ordnance Officer
Marines,9,2110,2110 Ordnance Vehicle Maintenance Officer,Ordnance Vehicle Maintenance Officer
Marines,9,2120,2120 Weapons Repair Officer,Weapons Repair Officer
Marines,9,2125,2125 Electro-Optic Instrument Repair Officer,Electro-Optic Instrument Repair Officer
Marines,9,2305,2305 Explosive Ordnance Disposal Officer,Explosive Ordnance Disposal Officer
Marines,9,2340,2340 Ammunition Officer,Ammunition Officer
Marines,9,2602,2602 Signals Intelligence/Electronic Warfare Officer ,Signals Intelligence/Electronic Warfare Officer 
Marines,9,2802,2802 Electronics Maintenance Officer (Ground),Electronics Maintenance Officer (Ground)
Marines,9,2805,2805 Data/Communications Maintenance Officer ,Data/Communications Maintenance Officer 
Marines,9,4801,4801 Recruiting Officer-Marine Corps Total Force Expert,Recruiting Officer-Marine Corps Total Force Expert
Marines,9,4802,4802 Recruiting Officer-Operational Expert,Recruiting Officer-Operational Expert
Marines,9,4803,4803 Recruiting Officer-Officer Procurement Expert,Recruiting Officer-Officer Procurement Expert
Marines,9,4804,4804 Recruiting Officer-Multiple Tour Expert,Recruiting Officer-Multiple Tour Expert
Marines,9,4810,4810 Recruiting Officer ,Recruiting Officer 
Marines,9,5502,5502 Band Officer,Band Officer
Marines,9,5505,"5505 Director/Assistant Director, ""The President's Own"" U.S. Marine Band ","Director/Assistant Director, ""The President's Own"" U.S. Marine Band "
Marines,9,5506,"5506 Staff Officer, ""The President's Own"" U.S. Marine Band ","Staff Officer, ""The President's Own"" U.S. Marine Band "
Marines,9,5507,5507 U.S. Marine Drum and Bugle Corps Officer ,U.S. Marine Drum and Bugle Corps Officer 
Marines,9,5702,"5702 Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer","Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer"
Marines,9,5902,5902 Electronics Maintenance Officer (Aviation),Electronics Maintenance Officer (Aviation)
Marines,9,5910,5910 Aviation Radar Maintenance Officer,Aviation Radar Maintenance Officer
Marines,9,5950,5950 Air Traffic Control Systems Maintenance Officer,Air Traffic Control Systems Maintenance Officer
Marines,9,5970,5970 Data Systems Maintenance Officer,Data Systems Maintenance Officer
Marines,9,6002,6002 Aircraft Maintenance Officer,Aircraft Maintenance Officer
Marines,9,6004,6004 Aircraft Maintenance Engineer Officer,Aircraft Maintenance Engineer Officer
Marines,9,6302,6302 Avionics Officer ,Avionics Officer 
Marines,9,6502,6502 Aviation Ordnance Officer,Aviation Ordnance Officer
Marines,9,6602,6602 Aviation Supply Officer,Aviation Supply Officer
Marines,9,6604,6604 Aviation Supply Operations Officer,Aviation Supply Operations Officer
Marines,9,6607,6607 Aviation Logistician,Aviation Logistician
Marines,9,6608,6608 AIRSpeed Officer NMOS,AIRSpeed Officer NMOS
Marines,9,6802,6802 Meteorology and Oceanography (METOC) Officer ,Meteorology and Oceanography (METOC) Officer 
Marines,9,6877,6877 Weapons and Tactics Instructor-METOC ,Weapons and Tactics Instructor-METOC 
Marines,9,7002,7002 Expeditionary Airfield and Emergency Services Officer,Expeditionary Airfield and Emergency Services Officer
Marines,9,7202,7202 Air Command and Control Officer ,Air Command and Control Officer 
Marines,9,7204,7204 Low Altitude Air Defense Officer,Low Altitude Air Defense Officer
Marines,9,7208,7208 Air Support Control Officer ,Air Support Control Officer 
Marines,9,7210,7210 Air Defense Control Officer,Air Defense Control Officer
Marines,9,7220,7220 Air Traffic Control Officer,Air Traffic Control Officer
Marines,9,7237,7237 Senior Air Director (SAD) ,Senior Air Director (SAD) 
Marines,9,7502,7502 Forward Air Controller/Air Officer,Forward Air Controller/Air Officer
Marines,9,7503,7503 Billet Designator - Fixed-Wing Pilot,Billet Designator - Fixed-Wing Pilot
Marines,9,7507,7507 FRS Basic AV-8B Pilot,FRS Basic AV-8B Pilot
Marines,9,7508,7508 AV-8A/C Qualified,AV-8A/C Qualified
Marines,9,7509,7509 AV-8B Qualified,AV-8B Qualified
Marines,9,7513,7513 Pilot Helicopter AH-1Z/UH-1Y,Pilot Helicopter AH-1Z/UH-1Y
Marines,9,7521,7521 FRS Basic F/A-18 Pilot,FRS Basic F/A-18 Pilot
Marines,9,7523,7523 Pilot VMFA F/A-18 Qualified,Pilot VMFA F/A-18 Qualified
