Branch,Bucket,Code,Search,Title
Army,2,42A,42A Human Resources Specialist,Human Resources Specialist
Army,2,420A,420A Human Resources Technician,Human Resources Technician
Army,2,35G,35G Imagery Analyst,Imagery Analyst
Army,2,350G,350G Imagery Intelligence Technician,Imagery Intelligence Technician
Army,2,11C,11C Indirect Fire Infantryman,Indirect Fire Infantryman
Army,2,11O,11O Infantry Officer,Infantry Officer
Army,2,11Z,11Z Infantry Senior Sergeant,Infantry Senior Sergeant
Army,2,11B,11B Infantryman,Infantryman
Army,2,30AO,30AO Information Operations Officer,Information Operations Officer
Army,2,25Y,25Y Information Systems Chief,Information Systems Chief
Army,2,255A,255A Information Systems Technician,Information Systems Technician
Army,2,25B,25B Information Technologies Specialist,Information Technologies Specialist
Army,2,94Y,94Y Integrated Family of Test Equipment Operator and Maintainer,Integrated Family of Test Equipment Operator and Maintainer
Army,2,35F,35F Intelligence Analyst,Intelligence Analyst
Army,2,96Z,96Z Intelligence Senior Sergeant,Intelligence Senior Sergeant
Army,2,21R,21R Interior Electrician,Interior Electrician
Army,2,27O,27O JAG Corps Attorney,JAG Corps Attorney
Army,2,02N,02N Keyboard Player,Keyboard Player
Army,2,94A,94A Land Combat Electrician,Land Combat Electrician
Army,2,27E,27E Land Combat Electronic Missile System Repairer,Land Combat Electronic Missile System Repairer
Army,2,57E,57E Laundry & Shower Specialist,Laundry & Shower Specialist
Army,2,63B,63B Light-Wheel Vehicle Mechanic,Light-Wheel Vehicle Mechanic
Army,2,21L,21L Lithographer,Lithographer
Army,2,90AO,90AO Logistics Officer,Logistics Officer
Army,2,63A,63A M1 Abrams Systems Maintainer,M1 Abrams Systems Maintainer
Army,2,19K,19K M1 Armor Crewman,M1 Armor Crewman
Army,2,63M,63M M2/3 Bradley Fighting Vehicle System Maintainer,M2/3 Bradley Fighting Vehicle System Maintainer
Army,2,44E,44E Machinist,Machinist
Army,2,63Z,63Z Mechanical Maintenance Supervisor,Mechanical Maintenance Supervisor
Army,2,62O,62O Medical Corps Officer,Medical Corps Officer
Army,2,68K,68K Medical Laboratory Specialist,Medical Laboratory Specialist
Army,2,68J,68J Medical Logistics Specialist,Medical Logistics Specialist
Army,2,70H,70H Medical Operations Officer,Medical Operations Officer
Army,2,67O,67O Medical Service Corps Officer,Medical Service Corps Officer
Army,2,65O,65O Medical Specialist Corps Officer,Medical Specialist Corps Officer
Army,2,15U,15U Medium Helicopter Repairer,Medium Helicopter Repairer
Army,2,68X,68X Mental Health Specialist,Mental Health Specialist
Army,2,44B,44B Metal Worker,Metal Worker
Army,2,25P,25P Microwave Systems Operator - Maintainer,Microwave Systems Operator - Maintainer
Army,2,35O,35O Military Intelligence Officer,Military Intelligence Officer
Army,2,35T,35T Military Intelligence Systems Maintainer/Integrator,Military Intelligence Systems Maintainer/Integrator
Army,2,31B,31B Military Police,Military Police
Army,2,31O,31O Military Police Officer,Military Police Officer
Army,2,882A,882A Mobility Officer,Mobility Officer
Army,2,92M,92M Mortuary Affairs Specialist,Mortuary Affairs Specialist
Army,2,25Q,25Q Multichannel Transmission Systems Operator - Maintainer,Multichannel Transmission Systems Operator - Maintainer
Army,2,25M,25M Multimedia Illustrator,Multimedia Illustrator
Army,2,13M,13M Multiple Launch Rocket System (MLRS) Crewmember,Multiple Launch Rocket System (MLRS) Crewmember
Army,2,13P,13P Multiple Launch Rocket System (MLRS) Operations/Fire Detection Specialist,Multiple Launch Rocket System (MLRS) Operations/Fire Detection Specialist
Army,2,27M,27M Multiple Launch Rocket System (MLRS) Repairer,Multiple Launch Rocket System (MLRS) Repairer
Army,2,25F,25F Network Switching Systems Operator - Maintainer,Network Switching Systems Operator - Maintainer
Army,2,25N,25N Nodal Network Systems Operator - Maintainer,Nodal Network Systems Operator - Maintainer
Army,2,66O,66O Nurse Corps Officer,Nurse Corps Officer
Army,2,02H,02H Oboe Player,Oboe Player
Army,2,15J,"15J OH-58D Armament, Electrical, Avionics Sytems Repairer","OH-58D Armament, Electrical, Avionics Sytems Repairer"
Army,2,15S,15S OH-58D Helicopter Repairer,OH-58D Helicopter Repairer
Army,2,68D,68D Operating Room Specialist,Operating Room Specialist
Army,2,68H,68H Optical Laboratory Specialist,Optical Laboratory Specialist
Army,2,91O,91O Ordnance Officer,Ordnance Officer
Army,2,92R,92R Parachute Rigger,Parachute Rigger
Army,2,27D,27D Paralegal Specialist,Paralegal Specialist
Army,2,68G,68G Patient Administration Specialist,Patient Administration Specialist
Army,2,14E,14E PATRIOT Fire Control Enhanced Operator and Maintainer,PATRIOT Fire Control Enhanced Operator and Maintainer
Army,2,94S,94S PATRIOT System Repairer,PATRIOT System Repairer
Army,2,02M,02M Percussion Player,Percussion Player
Army,2,92L,92L Petroleum Laboratory Specialist,Petroleum Laboratory Specialist
Army,2,92F,92F Petroleum Supply Specialist,Petroleum Supply Specialist
Army,2,68Q,68Q Pharmacy Specialist,Pharmacy Specialist
Army,2,21K,21K Plumber,Plumber
Army,2,52D,52D Power Generation Equipment Repairer,Power Generation Equipment Repairer
Army,2,68S,68S Preventive Medicine Specialist,Preventive Medicine Specialist
Army,2,21P,21P Prime Power Production Specialist,Prime Power Production Specialist
Army,2,920A,920A Property Accounting Technician,Property Accounting Technician
Army,2,37F,37F Psychological Operations Specialist,Psychological Operations Specialist
Army,2,46Z,46Z Public Affairs Chief,Public Affairs Chief
Army,2,46Q,46Q Public Affairs Specialist,Public Affairs Specialist
Army,2,21G,21G Quarrying Specialist,Quarrying Specialist
Army,2,63J,63J Quartermaster and Chemical Equipment Repairer,Quartermaster and Chemical Equipment Repairer
Army,2,92O,92O Quartermaster Officer,Quartermaster Officer
Army,2,94M,94M Radar Repairer,Radar Repairer
Army,2,94E,94E Radio and Communications Security Repairer,Radio and Communications Security Repairer
Army,2,25C,25C Radio Operator - Maintainer,Radio Operator - Maintainer
Army,2,68P,68P Radiology Specialist,Radiology Specialist
Army,3,79R,79R Recruiter NCO,Recruiter NCO
Army,3,79T,79T Recruiting and Retention NCO,Recruiting and Retention NCO
Army,3,68V,68V Respiratory Specialist,Respiratory Specialist
Army,3,79S,79S Retention NCO,Retention NCO
Army,3,25S,25S Satellite Communication Systems Operator - Maintainer,Satellite Communication Systems Operator - Maintainer
Army,3,25T,25T Satellite/Microwave Systems Chief,Satellite/Microwave Systems Chief
Army,3,02L,02L Saxophone Player,Saxophone Player
Army,3,45D,45D Self-propelled Field Artillery Turret Mechanic,Self-propelled Field Artillery Turret Mechanic
Army,3,94Z,94Z Senior Electronic Maintenance Chief,Senior Electronic Maintenance Chief
Army,3,42HO,42HO Senior Human Resources Officer,Senior Human Resources Officer
Army,3,92Z,92Z Senior Noncommissioned Logistician,Senior Noncommissioned Logistician
Army,3,25X,25X Senior Signal Sergeant,Senior Signal Sergeant
Army,3,25O,25O Signal Officer,Signal Officer
Army,3,25U,25U Signal Support Systems Specialist,Signal Support Systems Specialist
Army,3,98K,98K Signals Collection/Identification Analyst,Signals Collection/Identification Analyst
Army,3,35N,35N Signals Intelligence Analyst,Signals Intelligence Analyst
Army,3,98C,98C Signals Intelligence Analyst,Signals Intelligence Analyst
Army,3,98Z,98Z Signals Intelligence Senior Sergeant,Signals Intelligence Senior Sergeant
Army,3,254A,254A Signals Systems Technician,Signals Systems Technician
Army,3,57AO,57AO Simulations Operations Officer,Simulations Operations Officer
Army,3,45B,45B Small Arms/Artillery Repairer,Small Arms/Artillery Repairer
Army,3,42S,42S Special Band Member,Special Band Member
Army,3,94F,94F Special Electronic Devices Repairer,Special Electronic Devices Repairer
Army,3,18F,18F Special Forces Assistant Operations & Intelligence Sergeant,Special Forces Assistant Operations & Intelligence Sergeant
Army,3,18E,18E Special Forces Communications Sergeant,Special Forces Communications Sergeant
Army,3,18C,18C Special Forces Engineer Sergeant,Special Forces Engineer Sergeant
Army,3,18D,18D Special Forces Medical Sergeant,Special Forces Medical Sergeant
Army,3,18O,18O Special Forces Officer,Special Forces Officer
Army,3,18Z,18Z Special Forces Senior Sergeant,Special Forces Senior Sergeant
Army,3,180W,180W Special Forces Warrant Officer,Special Forces Warrant Officer
Army,3,18B,18B Special Forces Weapons Sergeant,Special Forces Weapons Sergeant
Army,3,52X,52X Special Purpose Equipment Repairer,Special Purpose Equipment Repairer
Army,3,920B,920B Supply Systems Technician,Supply Systems Technician
Army,3,53AO,53AO Systems Automation Management Officer,Systems Automation Management Officer
Army,3,13C,13C Tactical Automated Fire Control Systems (TAFCS) Specialist,Tactical Automated Fire Control Systems (TAFCS) Specialist
Army,3,96U,96U Tactical Unmanned Aerial Vehicle Operator,Tactical Unmanned Aerial Vehicle Operator
Army,3,21T,21T Technical Engineering Specialist,Technical Engineering Specialist
Army,3,94J,94J Telecommunication Terminal Device Repairer,Telecommunication Terminal Device Repairer
Army,3,25W,25W Telecommunications Operations Chief,Telecommunications Operations Chief
Army,3,25D,25D Telecommunications Operator - Maintainer,Telecommunications Operator - Maintainer
Army,3,94H,"94H Test, Measurement and Diagnostic Equipment Support Specialist","Test, Measurement and Diagnostic Equipment Support Specialist"
Army,3,21U,21U Topographic Analyst,Topographic Analyst
Army,3,21Y,21Y Topographic Engineering Supervisor,Topographic Engineering Supervisor
Army,3,21S,21S Topographic Surveyor,Topographic Surveyor
Army,3,63Y,63Y Track Vehicle Mechanic,Track Vehicle Mechanic
Army,3,63H,63H Track Vehicle Repairer,Track Vehicle Repairer
Army,3,21Q,21Q Transmission and Distribution Specialist,Transmission and Distribution Specialist
Army,3,88N,88N Transportation Management Coordinator,Transportation Management Coordinator
Army,3,02E,02E Trombone Player,Trombone Player
Army,3,02F,02F Tuba Player,Tuba Player
Army,3,52F,52F Turbine Engine Driven Generator Repairer,Turbine Engine Driven Generator Repairer
Army,3,15T,15T UH-60 Helicopter Repairer,UH-60 Helicopter Repairer
Army,3,92Y,92Y Unit Supply Specialist,Unit Supply Specialist
Army,3,52C,52C Utilities Equipment Repairer,Utilities Equipment Repairer
Army,3,15M,15M Utility Helicopter Repairer,Utility Helicopter Repairer
Army,3,64O,64O Veterinary Corps Officer,Veterinary Corps Officer
Army,3,68R,68R Veterinary Food Inspection Specialist,Veterinary Food Inspection Specialist
Army,3,25Z,25Z Visual Information Operations Chief,Visual Information Operations Chief
Army,3,352P,352P Voice Interception Technician,Voice Interception Technician
Army,3,92W,92W Water Treatment Specialist,Water Treatment Specialist
Army,3,88L,88L Watercraft Engineer,Watercraft Engineer
Army,3,88K,88K Watercraft Operator,Watercraft Operator
Army,3,63W,63W Wheel Vehicle Repairer,Wheel Vehicle Repairer
Army,3,94N,94N Wire Systems Equipment Repairer,Wire Systems Equipment Repairer
Army,3,948B,948B Electronic Systems Maintenance Warrant Officer,Electronic Systems Maintenance Warrant Officer
Army,3,96B,96B Intelligence Analyst,Intelligence Analyst
Coast Guard,3,AMT,AMT Aviation Maintenance Technician ,Aviation Maintenance Technician 
Coast Guard,3,AST,AST Aviation Survival Technician,Aviation Survival Technician
Coast Guard,3,AVT,AVT Avionics Technician,Avionics Technician
Coast Guard,3,BM,BM Boatswain's Mate,Boatswain's Mate
Coast Guard,3,DC,DC Damage Controlman,Damage Controlman
Coast Guard,3,EM,EM Electrician's Mate,Electrician's Mate
Coast Guard,4,ET,ET Electronics Technician,Electronics Technician
Coast Guard,4,FS,FS Food Service Specialist,Food Service Specialist
Coast Guard,4,GM,GM Gunner's Mate,Gunner's Mate
Coast Guard,4,HS,HS Health Services Technician,Health Services Technician
Coast Guard,4,IT,IT Information Systems Technician,Information Systems Technician
Coast Guard,4,IV,IV Investigator,Investigator
Coast Guard,4,MK,MK Machinery Technician,Machinery Technician
Coast Guard,4,MST,MST Marine Science Technician ,Marine Science Technician 
Coast Guard,4,MU,MU Musician,Musician
Coast Guard,4,OS,OS Operations Specialist ,Operations Specialist 
Coast Guard,4,PA,PA Public Affairs Specialist ,Public Affairs Specialist 
Coast Guard,4,PS,PS Port Security Specialist ,Port Security Specialist 
Coast Guard,4,SK,SK Storekeeper,Storekeeper
Coast Guard,4,YN,YN Yeoman,Yeoman
Coast Guard,4,ME,ME Maritime Law Enforcement Specialist ,Maritime Law Enforcement Specialist 
Coast Guard,4,IS,IS Intelligence Specialist ,Intelligence Specialist 
Coast Guard,4,AE,AE Aviation Electrician's Mate ,Aviation Electrician's Mate 
Coast Guard,4,AM,AM Aviation Metalsmith ,Aviation Metalsmith 
Coast Guard,4,DP,DP Data Processing Technician ,Data Processing Technician 
Coast Guard,4,FT,FT Fire Control Technician ,Fire Control Technician 
Coast Guard,4,QM,QM Quartermaster,Quartermaster
Coast Guard,4,RD,RD Radarman,Radarman
Coast Guard,4,RM/TC,RM/TC Radioman/Telecommunications Specialist,Radioman/Telecommunications Specialist
Coast Guard,4,TT,TT Telephone Technician ,Telephone Technician 
Coast Guard,4,, Aviator,Aviator
Coast Guard,4,, Aviation Maintenance Officer,Aviation Maintenance Officer
Coast Guard,4,, Flight Safety Officer,Flight Safety Officer
Coast Guard,4,, Computer Information Systems Management,Computer Information Systems Management
Coast Guard,4,, Electrical Engineering,Electrical Engineering
Coast Guard,4,, Telecommunications Management,Telecommunications Management
Coast Guard,4,, Engineering Logistics,Engineering Logistics
Coast Guard,4,, Civil Engineering,Civil Engineering
Coast Guard,4,, Naval Engineering,Naval Engineering
Coast Guard,4,, Financial Resource Management,Financial Resource Management
Coast Guard,4,, Health Services,Health Services
Coast Guard,4,, Legal,Legal
Coast Guard,4,, Marine Safety,Marine Safety
Coast Guard,5,, Operations - Afloat,Operations - Afloat
Coast Guard,5,, Operations - Ashore,Operations - Ashore
Coast Guard,5,, Operations - Intelligence,Operations - Intelligence
Coast Guard,5,, Operations - Law Enforcement,Operations - Law Enforcement
Marines,5,3533,3533 Logistics Vehicle System Operator,Logistics Vehicle System Operator
Marines,5,3538,3538 Licensing Examiner,Licensing Examiner
Marines,5,311,311 Rifleman,Rifleman
Marines,5,312,312 Riverine Assault Craft,Riverine Assault Craft
Marines,5,313,313 LAV Crewman,LAV Crewman
Marines,5,314,314 Rigid Raiding Craft,Rigid Raiding Craft
Marines,5,316,316 Combat Rubber Reconnaissance Craft,Combat Rubber Reconnaissance Craft
Marines,5,317,317 Scout Sniper,Scout Sniper
Marines,5,321,321 Reconnaissance Man,Reconnaissance Man
Marines,5,323,"323 Reconnaissance Man, Parachute Qualified","Reconnaissance Man, Parachute Qualified"
Marines,5,324,"324 Reconnaissance Man, Combatant Diver Qualified","Reconnaissance Man, Combatant Diver Qualified"
Marines,5,326,"326 Reconnaissance Man, Parachute and Combatant Diver Qualified","Reconnaissance Man, Parachute and Combatant Diver Qualified"
Marines,5,331,331 Machine Gunner,Machine Gunner
Marines,5,341,341 Mortarman,Mortarman
Marines,5,351,351 Infantry Assaultman,Infantry Assaultman
Marines,5,352,352 Anti-tank Missileman,Anti-tank Missileman
Marines,5,369,369 Infantry Unit Leader,Infantry Unit Leader
Marines,5,121,121 Personnel Clerk,Personnel Clerk
Marines,5,143,143 Career Retention Specialist,Career Retention Specialist
Marines,5,147,147 Equal Opportunity Advisor (EOA),Equal Opportunity Advisor (EOA)
Marines,5,149,149 Substance Abuse Control Specialist,Substance Abuse Control Specialist
Marines,5,151,151 Administrative Clerk,Administrative Clerk
Marines,5,161,161 Postal Clerk,Postal Clerk
Marines,5,171,171 Manpower Information Systems,Manpower Information Systems
Marines,5,193,193 Personnel/Administrative Chief,Personnel/Administrative Chief
Marines,6,211,211 Counterintelligence/HUMINT Specialist,Counterintelligence/HUMINT Specialist
Marines,6,212,212 Technical Surveillance Countermeasures,Technical Surveillance Countermeasures
Marines,6,231,231 Intelligence Specialist,Intelligence Specialist
Marines,6,241,241 Imagery Analysis Specialist,Imagery Analysis Specialist
Marines,6,261,261 Geographic Intelligence Specialist,Geographic Intelligence Specialist
Marines,6,291,291 Intelligence Chief,Intelligence Chief
Marines,6,411,411 Maintenance Management Specialist,Maintenance Management Specialist
Marines,6,431,431 Logistics/Embarkation Specialist,Logistics/Embarkation Specialist
Marines,6,451,451 Airborne and Air Delivery Specialist,Airborne and Air Delivery Specialist
Marines,6,471,471 Personnel Retrieval and Processing Specialist,Personnel Retrieval and Processing Specialist
Marines,6,472,472 Personnel Retrieval and Processing Technician,Personnel Retrieval and Processing Technician
Marines,6,481,481 Landing Support Specialist,Landing Support Specialist
Marines,6,491,491 Logistics Mobility Chief,Logistics Mobility Chief
Marines,6,511,511 MAGTF Planning Specialist,MAGTF Planning Specialist
Marines,6,521,521 Psychological Operations Noncommissioned Officer,Psychological Operations Noncommissioned Officer
Marines,6,531,531 Civil Affairs Noncommissioned Officer,Civil Affairs Noncommissioned Officer
Marines,6,612,612 Field Wireman,Field Wireman
Marines,6,613,613 Construction Wireman,Construction Wireman
Marines,6,614,614 Unit Level Circuit Switch (ULCS) Operator/Maintainer,Unit Level Circuit Switch (ULCS) Operator/Maintainer
Marines,6,618,618 Electronic Switching Operator/Maintainer,Electronic Switching Operator/Maintainer
Marines,6,619,619 Wire Chief,Wire Chief
Marines,6,621,621 Field Radio Operator,Field Radio Operator
Marines,6,622,622 Digital (Multi-channel) Wideband Transmission Equipment Operator,Digital (Multi-channel) Wideband Transmission Equipment Operator
Marines,6,623,623 Tropospheric Scatter Radio Multi-channel Equipment Operator,Tropospheric Scatter Radio Multi-channel Equipment Operator
Marines,6,627,627 SHF Satellite Communications Operator-Maintainer,SHF Satellite Communications Operator-Maintainer
Marines,6,628,628 EHF Satellite Communications Operator-Maintainer,EHF Satellite Communications Operator-Maintainer
Marines,6,629,629 Radio Chief,Radio Chief
Marines,6,648,648 Strategic Spectrum Manager,Strategic Spectrum Manager
Marines,6,651,651 Data Network Specialist,Data Network Specialist
Marines,6,652,652 Certification Authority Workstation,Certification Authority Workstation
Marines,6,653,653 Defense Message System,Defense Message System
Marines,6,656,656 Tactical Network Specialist,Tactical Network Specialist
Marines,6,658,658 Tactical Data Network Gateway Systems Administrator,Tactical Data Network Gateway Systems Administrator
Marines,6,659,659 Data Chief,Data Chief
Marines,6,681,681 Information Security Technician,Information Security Technician
Marines,6,689,689 Information Assurance Technician,Information Assurance Technician
Marines,6,699,699 Communications Chief,Communications Chief
Marines,6,811,811 Field Artillery Cannoneer,Field Artillery Cannoneer
Marines,6,814,814 High Mobility Artillery Rocket System,High Mobility Artillery Rocket System
Marines,6,842,842 Field Artillery Radar Operator,Field Artillery Radar Operator
Marines,6,844,844 Field Artillery Fire Control Man,Field Artillery Fire Control Man
Marines,6,847,847 Artillery Meteorological Man,Artillery Meteorological Man
Marines,6,848,848 Field Artillery Operations Man,Field Artillery Operations Man
Marines,6,861,861 Fire Support Man,Fire Support Man
Marines,6,911,911 Drill Instructor,Drill Instructor
Marines,6,913,913 Marine Combat Instructor,Marine Combat Instructor
Marines,6,916,916 Martial Arts Instructor,Martial Arts Instructor
Marines,6,917,917 Martial Arts Instructor-Trainer,Martial Arts Instructor-Trainer
Marines,6,918,918 Water Safety/Survival Instructor,Water Safety/Survival Instructor
Marines,6,931,931 Marksmanship Instructor,Marksmanship Instructor
Marines,6,932,932 Small Arms Weapons Instructor,Small Arms Weapons Instructor
Marines,6,933,933 Marksmanship Coach,Marksmanship Coach
Marines,6,1141,1141 Electrician,Electrician
Marines,6,1142,1142 Engineer Equipment Electrical Systems Technician,Engineer Equipment Electrical Systems Technician
Marines,6,1161,1161 Refrigeration and Air Conditioning Technician,Refrigeration and Air Conditioning Technician
Marines,6,1169,1169 Utilities Chief,Utilities Chief
Marines,6,1171,1171 Water Support Technician,Water Support Technician
Marines,6,1316,1316 Metal Worker,Metal Worker
Marines,6,1341,1341 Engineer Equipment Mechanic,Engineer Equipment Mechanic
Marines,6,1342,1342 Small Craft Mechanic,Small Craft Mechanic
Marines,6,1343,1343 Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic,Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic
Marines,6,1345,1345 Engineer Equipment Operator,Engineer Equipment Operator
Marines,6,1349,1349 Engineer Equipment Chief,Engineer Equipment Chief
Marines,6,1361,1361 Engineer Assistant,Engineer Assistant
Marines,6,1371,1371 Combat Engineer,Combat Engineer
Marines,6,1372,1372 Assault Breacher Vehicle,Assault Breacher Vehicle
Marines,6,1812,1812 M1A1 Tank Crewman,M1A1 Tank Crewman
Marines,6,1833,1833 Assault Amphibious Vehicle (AAV) Crewmember,Assault Amphibious Vehicle (AAV) Crewmember
Marines,6,1834,1834 Expeditionary Fighting Vehicle (EFV) Crewman,Expeditionary Fighting Vehicle (EFV) Crewman
Marines,6,2111,2111 Small Arms Repairer/Technician,Small Arms Repairer/Technician
Marines,6,2112,2112 Precision Weapons Repairer/Technician,Precision Weapons Repairer/Technician
Marines,6,2131,2131 Towed Artillery Systems Technician,Towed Artillery Systems Technician
Marines,6,2141,2141 Assault Amphibious Vehicle (AAV) Repairer/Technician,Assault Amphibious Vehicle (AAV) Repairer/Technician
Marines,6,2146,2146 Main Battle Tank (MBT) Repairer/Technician,Main Battle Tank (MBT) Repairer/Technician
Marines,6,2147,2147 Light Armored Vehicle (LAV) Repairer/Technician,Light Armored Vehicle (LAV) Repairer/Technician
Marines,6,2148,2148 Expeditionary Fighting Vehicle (EFV) Repairer/Technician,Expeditionary Fighting Vehicle (EFV) Repairer/Technician
Marines,6,2149,2149 Ordnance Vehicle Maintenance Chief,Ordnance Vehicle Maintenance Chief
Marines,6,2161,2161 Machinist,Machinist
Marines,6,2171,2171 Electro-Optical Ordnance Repairer,Electro-Optical Ordnance Repairer
Marines,6,2181,2181 Senior Ground Ordnance Weapons Chief,Senior Ground Ordnance Weapons Chief
Marines,6,7312,"7312 Fixed-Wing Transport Aircraft Specialist, KC-130J","Fixed-Wing Transport Aircraft Specialist, KC-130J"
Marines,6,7313,"7313 Helicopter Specialist, AH-1Z/UH-1Y","Helicopter Specialist, AH-1Z/UH-1Y"
Marines,6,7314,7314 Unmanned Aerial Vehicle (UAV) Air Vehicle Operator,Unmanned Aerial Vehicle (UAV) Air Vehicle Operator
Marines,6,7374,7374 Vertical Takeoff Unmanned Aerial Vehicle Specialist,Vertical Takeoff Unmanned Aerial Vehicle Specialist
Marines,6,7212,7212 Low Altitude Air Defense (LAAD) Gunner,Low Altitude Air Defense (LAAD) Gunner
Marines,6,7234,7234 Air Control Electronics Operator,Air Control Electronics Operator
Marines,6,7236,7236 Tactical Air Defense Controller,Tactical Air Defense Controller
Marines,6,7242,7242 Air Support Operations Operator,Air Support Operations Operator
Marines,6,7251,7251 Air Traffic Controller-Trainee,Air Traffic Controller-Trainee
Marines,6,7252,7252 Air Traffic Controller-Tower,Air Traffic Controller-Tower
Marines,6,7253,7253 Air Traffic Controller-Radar Arrival/Departure Controller,Air Traffic Controller-Radar Arrival/Departure Controller
Marines,6,7254,7254 Air Traffic Controller-Radar Approach Controller,Air Traffic Controller-Radar Approach Controller
Marines,6,7257,7257 Air Traffic Controller,Air Traffic Controller
Marines,6,7277,7277 Weapons and Tactics Instructor-Air Control,Weapons and Tactics Instructor-Air Control
Marines,6,7291,7291 Senior Air Traffic Controller,Senior Air Traffic Controller
Marines,6,7011,7011 Expeditionary Airfield Systems Technician,Expeditionary Airfield Systems Technician
Marines,6,7041,7041 Aviation Operations Specialist,Aviation Operations Specialist
Marines,6,7051,7051 Aircraft Rescue and Firefighting Specialist,Aircraft Rescue and Firefighting Specialist
Marines,6,6821,6821 METOC Observer,METOC Observer
Marines,6,6842,6842 METOC Analyst Forecaster,METOC Analyst Forecaster
Marines,6,6852,6852 METOC Impact Analyst,METOC Impact Analyst
Marines,6,6617,6617 Enlisted Aviation Logistician,Enlisted Aviation Logistician
Marines,6,6672,6672 Aviation Supply Specialist,Aviation Supply Specialist
Marines,6,6694,6694 Aviation Information Systems (AIS) Specialist,Aviation Information Systems (AIS) Specialist
Marines,6,6312,"6312 Aircraft Communications/Navigation/Radar Systems Technician, AV-8","Aircraft Communications/Navigation/Radar Systems Technician, AV-8"
Marines,6,6313,"6313 Aircraft Communications/Navigation/Radar Systems Technician, EA-6","Aircraft Communications/Navigation/Radar Systems Technician, EA-6"
Marines,6,6314,6314 Unmanned Aerial System (UAS) Avionics Technician,Unmanned Aerial System (UAS) Avionics Technician
Marines,6,6316,"6316 Aircraft Communications/Navigation Systems Technician, KC-130","Aircraft Communications/Navigation Systems Technician, KC-130"
Marines,6,6317,"6317 Aircraft Communications/Navigation/Radar Systems Technician, F/A-18","Aircraft Communications/Navigation/Radar Systems Technician, F/A-18"
Marines,6,6322,"6322 Aircraft Communications/Navigation Electrical Systems Technician, CH-46","Aircraft Communications/Navigation Electrical Systems Technician, CH-46"
Marines,6,6323,"6323 Aircraft Communications/Navigation/Electrical Systems Technician, CH-53","Aircraft Communications/Navigation/Electrical Systems Technician, CH-53"
Marines,6,6324,"6324 Aircraft Communications/Navigation/Electrical/Weapon Systems Technician, U/AH-l","Aircraft Communications/Navigation/Electrical/Weapon Systems Technician, U/AH-l"
Marines,6,6326,"6326 Aircraft Communications/Navigation/Electrical/Systems Technician, V-22","Aircraft Communications/Navigation/Electrical/Systems Technician, V-22"
Marines,6,6332,"6332 Aircraft Electrical Systems Technician, AV-8","Aircraft Electrical Systems Technician, AV-8"
Marines,6,6333,"6333 Aircraft Electrical Systems Technician, EA-6","Aircraft Electrical Systems Technician, EA-6"
Marines,6,6336,"6336 Aircraft Electrical Systems Technician, KC-130","Aircraft Electrical Systems Technician, KC-130"
Marines,6,6337,"6337 Aircraft Electrical Systems Technician, F/A-18","Aircraft Electrical Systems Technician, F/A-18"
Marines,6,6386,"6386 Aircraft Electronic Countermeasures Systems Technician, EA-6B","Aircraft Electronic Countermeasures Systems Technician, EA-6B"
Marines,6,6391,6391 Avionics Maintenance Chief,Avionics Maintenance Chief
Marines,6,6412,"6412 Aircraft Communications Systems Technician, IMA","Aircraft Communications Systems Technician, IMA"
Marines,6,6413,"6413 Aircraft Navigation Systems Technician, I FF/RADAR/TACAN , IMA","Aircraft Navigation Systems Technician, I FF/RADAR/TACAN , IMA"
Marines,7,6414,"6414 Advanced Aircraft Communications/Navigation Systems Technician, IMA","Advanced Aircraft Communications/Navigation Systems Technician, IMA"
Marines,7,6422,"6422 Aircraft Cryptographic Systems Technician, IMA","Aircraft Cryptographic Systems Technician, IMA"
Marines,7,6423,"6423 Aviation Electronic Microminiature/Instrument and Cable Repair Technician, IMA","Aviation Electronic Microminiature/Instrument and Cable Repair Technician, IMA"
Marines,7,6432,"6432 Aircraft Electrical/lnstrument/Flight Control Systems Technician, Fixed Wing, IMA","Aircraft Electrical/lnstrument/Flight Control Systems Technician, Fixed Wing, IMA"
Marines,7,6433,"6433 Aircraft Electrical/Instrument/Flight Control Systems Technician, Helicopter, IMA","Aircraft Electrical/Instrument/Flight Control Systems Technician, Helicopter, IMA"
Marines,7,6434,"6434 Advanced Aircraft Electrical/Instrument/Flight Control Systems Technician, IMA","Advanced Aircraft Electrical/Instrument/Flight Control Systems Technician, IMA"
Marines,7,6461,"6461 Hybrid Test Set Technician, IMA","Hybrid Test Set Technician, IMA"
Marines,7,6462,"6462 Avionics Test Set (ATS) Technician, IMA","Avionics Test Set (ATS) Technician, IMA"
Marines,7,6463,"6463 CASS HP Configuration Operator/Maintainer/Technician, IMA","CASS HP Configuration Operator/Maintainer/Technician, IMA"
Marines,7,6464,"6464 Aircraft Inertial Navigation System Technician, IMA","Aircraft Inertial Navigation System Technician, IMA"
Marines,7,6466,6466 CASS EO Configuration Operator/Maintainer/Technician/IMA,CASS EO Configuration Operator/Maintainer/Technician/IMA
Marines,7,6467,"6467 Consolidated Automatic Support System (CASS) Technician, IMA","Consolidated Automatic Support System (CASS) Technician, IMA"
