Branch,Bucket,Code,Search,Title
Army,9,21H,21H Construction Engineering Supervisor,Construction Engineering Supervisor
,,,,
Army,4,91L,91L Construction Equipment Repairer,Construction Equipment Repairer
,,,,
Army,9,21N,21N Construction Equipment Supervisor,Construction Equipment Supervisor
,,,,
Army,0,02B,02B Cornet or Trumpet Player,Cornet or Trumpet Player
,,,,
Army,0,31E,31E Corrections Specialist,Corrections Specialist
,,,,
Army,0,351L,351L Counterintelligence Technician,Counterintelligence Technician
,,,,
Army,0,97Z,97Z Counterintelligence/Human Intelligence Senior Sergeant,Counterintelligence/Human Intelligence Senior Sergeant
,,,,
Army,0,35L,35L Counterintelligence Agent,Counterintelligence Agent
,,,,
Army,0,21F,21F Crane Operator,Crane Operator
,,,,
Army,0,31D,31D Criminal Investigation Special Agent,Criminal Investigation Special Agent
,,,,
Army,0,35P,35P Cryptologic Communications,Cryptologic Communications
,,,,
Army,0,98G,98G Cryptologic Linguist,Cryptologic Linguist
,,,,
Army,0,63O,63O Dental Corps Officer,Dental Corps Officer
,,,,
Army,0,68E,68E Dental Specialist,Dental Specialist
,,,,
Army,0,21D,21D Diver,Diver
,,,,
Army,0,14J,14J Early Warning System Operator,Early Warning System Operator
,,,,
Army,0,02U,02U Electric Bass Guitar Player,Electric Bass Guitar Player
,,,,
Army,7,98J,98J Electronic Intelligence Interceptor/Analyst,Electronic Intelligence Interceptor/Analyst
,,,,
Army,7,94W,94W Electronic Maintenance Chief,Electronic Maintenance Chief
,,,,
Army,7,29E,29E Electronic Warfare Specialist,Electronic Warfare Specialist
,,,,
Army,9,12O,12O Engineer Officer,Engineer Officer
,,,,
Army,0,89D,89D Explosive Ordnance Disposal Specialist,Explosive Ordnance Disposal Specialist
,,,,
Army,0,92S,92S Fabric Repair Specialist,Fabric Repair Specialist
,,,,
Army,0,13R,13R Field Artillery Firefinder Radar Operator,Field Artillery Firefinder Radar Operator
,,,,
Army,0,13W,13W Field Artillery Meteorological Crewmember,Field Artillery Meteorological Crewmember
,,,,
Army,0,13O,13O Field Artillery Officer,Field Artillery Officer
,,,,
Army,0,13Z,13Z Field Artillery Senior Sergeant,Field Artillery Senior Sergeant
,,,,
Army,0,13S,13S Field Artillery Surveyor,Field Artillery Surveyor
,,,,
Army,0,13D,13D Field Artillery Tactical Data Systems Specialist,Field Artillery Tactical Data Systems Specialist
,,,,
Army,0,131A,131A Field Artillery Targeting Technician,Field Artillery Targeting Technician
,,,,
Army,6,36B,36B Financial Management Technician,Financial Management Technician
,,,,
Army,0,45G,45G Fire Control System Repairer,Fire Control System Repairer
,,,,
Army,0,13F,13F Fire Support Specialist,Fire Support Specialist
,,,,
Army,0,21M,21M Firefighter,Firefighter
,,,,
Army,0,61NO,61NO Flight Surgeon,Flight Surgeon
,,,,
Army,0,02G,02G Flute or Piccolo Player,Flute or Piccolo Player
,,,,
Army,0,92G,92G Food Service Specialist,Food Service Specialist
,,,,
Army,0,02D,02D French Horn Player,French Horn Player
,,,,
Army,4,63G,63G Fuel and Electrical Systems Repairer,Fuel and Electrical Systems Repairer
,,,,
Army,0,21J,21J General Construction Equipment Operator,General Construction Equipment Operator
,,,,
Army,9,21X,21X General Engineering Supervisor,General Engineering Supervisor
,,,,
Army,7,96R,96R Ground Surveillance Systems Operator,Ground Surveillance Systems Operator
,,,,
Army,0,02T,02T Guitar Player,Guitar Player
,,,,
Army,0,68W,68W Health Care Specialist,Health Care Specialist
,,,,
Army,1,21E,21E Heavy Construction Equipment Operator,Heavy Construction Equipment Operator
,,,,
Army,4,63S,63S Heavy-Wheel Vehicle Mechanic,Heavy-Wheel Vehicle Mechanic
,,,,
Army,0,68M,68M Hospital Food Service Specialist,Hospital Food Service Specialist
,,,,
Army,0,351M,351M Human Intelligence Collection Technician,Human Intelligence Collection Technician
,,,,
Army,0,35M,35M Human Intelligence Collector,Human Intelligence Collector
,,,,
Army,6,42BO,42BO Human Resources Officer,Human Resources Officer
,,,,
Army,6,42A,42A Human Resources Specialist,Human Resources Specialist
,,,,
Army,6,420A,420A Human Resources Technician,Human Resources Technician
,,,,
Army,0,35G,35G Imagery Analyst,Imagery Analyst
,,,,
Army,0,350G,350G Imagery Intelligence Technician,Imagery Intelligence Technician
,,,,
Army,0,11C,11C Indirect Fire Infantryman,Indirect Fire Infantryman
,,,,
Army,0,11O,11O Infantry Officer,Infantry Officer
,,,,
Army,0,11Z,11Z Infantry Senior Sergeant,Infantry Senior Sergeant
,,,,
Army,0,11B,11B Infantryman,Infantryman
,,,,
Army,6,30AO,30AO Information Operations Officer,Information Operations Officer
,,,,
Army,7,25Y,25Y Information Systems Chief,Information Systems Chief
,,,,
Army,7,255A,255A Information Systems Technician,Information Systems Technician
,,,,
Army,7,25B,25B Information Technologies Specialist,Information Technologies Specialist
,,,,
Army,4,94Y,94Y Integrated Family of Test Equipment Operator and Maintainer,Integrated Family of Test Equipment Operator and Maintainer
,,,,
Army,0,35F,35F Intelligence Analyst,Intelligence Analyst
,,,,
Army,0,96Z,96Z Intelligence Senior Sergeant,Intelligence Senior Sergeant
,,,,
Army,9,21R,21R Interior Electrician,Interior Electrician
,,,,
Army,6,27O,27O JAG Corps Attorney,JAG Corps Attorney
,,,,
Army,0,02N,02N Keyboard Player,Keyboard Player
,,,,
Army,4,94A,94A Land Combat Electrician,Land Combat Electrician
,,,,
Army,0,27E,27E Land Combat Electronic Missile System Repairer,Land Combat Electronic Missile System Repairer
,,,,
Army,0,57E,57E Laundry & Shower Specialist,Laundry & Shower Specialist
,,,,
Army,4,63B,63B Light-Wheel Vehicle Mechanic,Light-Wheel Vehicle Mechanic
,,,,
Army,0,21L,21L Lithographer,Lithographer
,,,,
Army,2,90AO,90AO Logistics Officer,Logistics Officer
,,,,
Army,0,63A,63A M1 Abrams Systems Maintainer,M1 Abrams Systems Maintainer
,,,,
Army,0,19K,19K M1 Armor Crewman,M1 Armor Crewman
,,,,
Army,0,63M,63M M2/3 Bradley Fighting Vehicle System Maintainer,M2/3 Bradley Fighting Vehicle System Maintainer
,,,,
Army,4,44E,44E Machinist,Machinist
,,,,
Army,4,63Z,63Z Mechanical Maintenance Supervisor,Mechanical Maintenance Supervisor
,,,,
Army,0,62O,62O Medical Corps Officer,Medical Corps Officer
,,,,
Army,0,68K,68K Medical Laboratory Specialist,Medical Laboratory Specialist
,,,,
Army,0,68J,68J Medical Logistics Specialist,Medical Logistics Specialist
,,,,
Army,0,70H,70H Medical Operations Officer,Medical Operations Officer
,,,,
Army,0,67O,67O Medical Service Corps Officer,Medical Service Corps Officer
,,,,
Army,0,65O,65O Medical Specialist Corps Officer,Medical Specialist Corps Officer
,,,,
Army,8,15U,15U Medium Helicopter Repairer,Medium Helicopter Repairer
,,,,
Army,0,68X,68X Mental Health Specialist,Mental Health Specialist
,,,,
Army,4,44B,44B Metal Worker,Metal Worker
,,,,
Army,7,25P,25P Microwave Systems Operator - Maintainer,Microwave Systems Operator - Maintainer
,,,,
Army,0,35O,35O Military Intelligence Officer,Military Intelligence Officer
,,,,
Army,0,35T,35T Military Intelligence Systems Maintainer/Integrator,Military Intelligence Systems Maintainer/Integrator
,,,,
Army,0,31B,31B Military Police,Military Police
,,,,
Army,0,31O,31O Military Police Officer,Military Police Officer
,,,,
Army,3,882A,882A Mobility Officer,Mobility Officer
,,,,
Army,0,92M,92M Mortuary Affairs Specialist,Mortuary Affairs Specialist
,,,,
Army,7,25Q,25Q Multichannel Transmission Systems Operator - Maintainer,Multichannel Transmission Systems Operator - Maintainer
,,,,
Army,6,25M,25M Multimedia Illustrator,Multimedia Illustrator
,,,,
Army,0,13M,13M Multiple Launch Rocket System (MLRS) Crewmember,Multiple Launch Rocket System (MLRS) Crewmember
,,,,
Army,0,13P,13P Multiple Launch Rocket System (MLRS) Operations/Fire Detection Specialist,Multiple Launch Rocket System (MLRS) Operations/Fire Detection Specialist
,,,,
Army,4,27M,27M Multiple Launch Rocket System (MLRS) Repairer,Multiple Launch Rocket System (MLRS) Repairer
,,,,
Army,4,25F,25F Network Switching Systems Operator - Maintainer,Network Switching Systems Operator - Maintainer
,,,,
Army,4,25N,25N Nodal Network Systems Operator - Maintainer,Nodal Network Systems Operator - Maintainer
,,,,
Army,0,66O,66O Nurse Corps Officer,Nurse Corps Officer
,,,,
Army,0,02H,02H Oboe Player,Oboe Player
,,,,
Army,4,15J,"15J OH-58D Armament, Electrical, Avionics Sytems Repairer","OH-58D Armament, Electrical, Avionics Sytems Repairer"
,,,,
Army,8,15S,15S OH-58D Helicopter Repairer,OH-58D Helicopter Repairer
,,,,
Army,0,68D,68D Operating Room Specialist,Operating Room Specialist
,,,,
Army,0,68H,68H Optical Laboratory Specialist,Optical Laboratory Specialist
,,,,
Army,0,91O,91O Ordnance Officer,Ordnance Officer
,,,,
Army,0,92R,92R Parachute Rigger,Parachute Rigger
,,,,
Army,6,27D,27D Paralegal Specialist,Paralegal Specialist
,,,,
Army,0,68G,68G Patient Administration Specialist,Patient Administration Specialist
,,,,
Army,0,14E,14E PATRIOT Fire Control Enhanced Operator and Maintainer,PATRIOT Fire Control Enhanced Operator and Maintainer
,,,,
Army,0,94S,94S PATRIOT System Repairer,PATRIOT System Repairer
,,,,
Army,0,02M,02M Percussion Player,Percussion Player
,,,,
Army,0,92L,92L Petroleum Laboratory Specialist,Petroleum Laboratory Specialist
,,,,
Army,0,92F,92F Petroleum Supply Specialist,Petroleum Supply Specialist
,,,,
Army,0,68Q,68Q Pharmacy Specialist,Pharmacy Specialist
,,,,
Army,4,21K,21K Plumber,Plumber
,,,,
Army,4,52D,52D Power Generation Equipment Repairer,Power Generation Equipment Repairer
,,,,
Army,0,68S,68S Preventive Medicine Specialist,Preventive Medicine Specialist
,,,,
Army,4,21P,21P Prime Power Production Specialist,Prime Power Production Specialist
,,,,
Army,6,920A,920A Property Accounting Technician,Property Accounting Technician
,,,,
Army,0,37F,37F Psychological Operations Specialist,Psychological Operations Specialist
,,,,
Army,6,46Z,46Z Public Affairs Chief,Public Affairs Chief
,,,,
Army,6,46Q,46Q Public Affairs Specialist,Public Affairs Specialist
,,,,
Army,0,21G,21G Quarrying Specialist,Quarrying Specialist
,,,,
Army,0,63J,63J Quartermaster and Chemical Equipment Repairer,Quartermaster and Chemical Equipment Repairer
,,,,
Army,2,92O,92O Quartermaster Officer,Quartermaster Officer
,,,,
Army,4,94M,94M Radar Repairer,Radar Repairer
,,,,
Army,4,94E,94E Radio and Communications Security Repairer,Radio and Communications Security Repairer
,,,,
Army,4,25C,25C Radio Operator - Maintainer,Radio Operator - Maintainer
,,,,
Army,0,68P,68P Radiology Specialist,Radiology Specialist
,,,,
Army,10,79R,79R Recruiter NCO,Recruiter NCO
,,,,
Army,10,79T,79T Recruiting and Retention NCO,Recruiting and Retention NCO
,,,,
Army,0,68V,68V Respiratory Specialist,Respiratory Specialist
,,,,
Army,10,79S,79S Retention NCO,Retention NCO
,,,,
Army,4,25S,25S Satellite Communication Systems Operator - Maintainer,Satellite Communication Systems Operator - Maintainer
,,,,
Army,7,25T,25T Satellite/Microwave Systems Chief,Satellite/Microwave Systems Chief
,,,,
Army,0,02L,02L Saxophone Player,Saxophone Player
,,,,
Army,0,45D,45D Self-propelled Field Artillery Turret Mechanic,Self-propelled Field Artillery Turret Mechanic
,,,,
Army,7,94Z,94Z Senior Electronic Maintenance Chief,Senior Electronic Maintenance Chief
,,,,
Army,6,42HO,42HO Senior Human Resources Officer,Senior Human Resources Officer
,,,,
Army,2,92Z,92Z Senior Noncommissioned Logistician,Senior Noncommissioned Logistician
,,,,
Army,7,25X,25X Senior Signal Sergeant,Senior Signal Sergeant
,,,,
Army,7,25O,25O Signal Officer,Signal Officer
,,,,
Army,7,25U,25U Signal Support Systems Specialist,Signal Support Systems Specialist
,,,,
Army,3,98K,98K Signals Collection/Identification Analyst,Signals Collection/Identification Analyst
,,,,
Army,3,35N,35N Signals Intelligence Analyst,Signals Intelligence Analyst
,,,,
Army,3,98C,98C Signals Intelligence Analyst,Signals Intelligence Analyst
,,,,
Army,3,98Z,98Z Signals Intelligence Senior Sergeant,Signals Intelligence Senior Sergeant
,,,,
Army,7,254A,254A Signals Systems Technician,Signals Systems Technician
,,,,
Army,0,57AO,57AO Simulations Operations Officer,Simulations Operations Officer
,,,,
Army,0,45B,45B Small Arms/Artillery Repairer,Small Arms/Artillery Repairer
,,,,
Army,0,42S,42S Special Band Member,Special Band Member
,,,,
Army,7,94F,94F Special Electronic Devices Repairer,Special Electronic Devices Repairer
,,,,
Army,0,18F,18F Special Forces Assistant Operations & Intelligence Sergeant,Special Forces Assistant Operations & Intelligence Sergeant
,,,,
Army,0,18E,18E Special Forces Communications Sergeant,Special Forces Communications Sergeant
,,,,
Army,0,18C,18C Special Forces Engineer Sergeant,Special Forces Engineer Sergeant
,,,,
Army,0,18D,18D Special Forces Medical Sergeant,Special Forces Medical Sergeant
,,,,
Army,0,18O,18O Special Forces Officer,Special Forces Officer
,,,,
Army,0,18Z,18Z Special Forces Senior Sergeant,Special Forces Senior Sergeant
,,,,
Army,0,180W,180W Special Forces Warrant Officer,Special Forces Warrant Officer
,,,,
Army,0,18B,18B Special Forces Weapons Sergeant,Special Forces Weapons Sergeant
,,,,
Army,4,52X,52X Special Purpose Equipment Repairer,Special Purpose Equipment Repairer
,,,,
Army,2,920B,920B Supply Systems Technician,Supply Systems Technician
,,,,
Army,7,53AO,53AO Systems Automation Management Officer,Systems Automation Management Officer
,,,,
Army,0,13C,13C Tactical Automated Fire Control Systems (TAFCS) Specialist,Tactical Automated Fire Control Systems (TAFCS) Specialist
,,,,
Army,0,96U,96U Tactical Unmanned Aerial Vehicle Operator,Tactical Unmanned Aerial Vehicle Operator
,,,,
Army,9,21T,21T Technical Engineering Specialist,Technical Engineering Specialist
,,,,
Army,7,94J,94J Telecommunication Terminal Device Repairer,Telecommunication Terminal Device Repairer
,,,,
Army,7,25W,25W Telecommunications Operations Chief,Telecommunications Operations Chief
,,,,
Army,7,25D,25D Telecommunications Operator - Maintainer,Telecommunications Operator - Maintainer
,,,,
Army,7,94H,"94H Test, Measurement and Diagnostic Equipment Support Specialist","Test, Measurement and Diagnostic Equipment Support Specialist"
,,,,
Army,0,21U,21U Topographic Analyst,Topographic Analyst
,,,,
Army,0,21Y,21Y Topographic Engineering Supervisor,Topographic Engineering Supervisor
,,,,
Army,0,21S,21S Topographic Surveyor,Topographic Surveyor
,,,,
Army,4,63Y,63Y Track Vehicle Mechanic,Track Vehicle Mechanic
,,,,
Army,4,63H,63H Track Vehicle Repairer,Track Vehicle Repairer
,,,,
Army,2,21Q,21Q Transmission and Distribution Specialist,Transmission and Distribution Specialist
,,,,
Army,2,88N,88N Transportation Management Coordinator,Transportation Management Coordinator
,,,,
Army,0,02E,02E Trombone Player,Trombone Player
,,,,
Army,0,02F,02F Tuba Player,Tuba Player
,,,,
Army,8,52F,52F Turbine Engine Driven Generator Repairer,Turbine Engine Driven Generator Repairer
,,,,
Army,8,15T,15T UH-60 Helicopter Repairer,UH-60 Helicopter Repairer
,,,,
Army,5,92Y,92Y Unit Supply Specialist,Unit Supply Specialist
,,,,
Army,4,52C,52C Utilities Equipment Repairer,Utilities Equipment Repairer
,,,,
Army,8,15M,15M Utility Helicopter Repairer,Utility Helicopter Repairer
,,,,
Army,0,64O,64O Veterinary Corps Officer,Veterinary Corps Officer
,,,,
Army,0,68R,68R Veterinary Food Inspection Specialist,Veterinary Food Inspection Specialist
,,,,
Army,6,25Z,25Z Visual Information Operations Chief,Visual Information Operations Chief
,,,,
Army,0,352P,352P Voice Interception Technician,Voice Interception Technician
,,,,
Army,0,92W,92W Water Treatment Specialist,Water Treatment Specialist
,,,,
Army,2,88L,88L Watercraft Engineer,Watercraft Engineer
,,,,
Army,2,88K,88K Watercraft Operator,Watercraft Operator
,,,,
Army,4,63W,63W Wheel Vehicle Repairer,Wheel Vehicle Repairer
,,,,
Army,4,94N,94N Wire Systems Equipment Repairer,Wire Systems Equipment Repairer
,,,,
Army,7,948B,948B Electronic Systems Maintenance Warrant Officer,Electronic Systems Maintenance Warrant Officer
,,,,
Army,0,96B,96B Intelligence Analyst,Intelligence Analyst
,,,,
Coast Guard,8,AMT,AMT Aviation Maintenance Technician ,Aviation Maintenance Technician 
,,,,
Coast Guard,8,AST,AST Aviation Survival Technician,Aviation Survival Technician
,,,,
Coast Guard,8,AVT,AVT Avionics Technician,Avionics Technician
,,,,
Coast Guard,0,BM,BM Boatswain's Mate,Boatswain's Mate
,,,,
Coast Guard,0,DC,DC Damage Controlman,Damage Controlman
,,,,
Coast Guard,4,EM,EM Electrician's Mate,Electrician's Mate
,,,,
Coast Guard,7,ET,ET Electronics Technician,Electronics Technician
,,,,
Coast Guard,0,FS,FS Food Service Specialist,Food Service Specialist
,,,,
Coast Guard,0,GM,GM Gunner's Mate,Gunner's Mate
,,,,
Coast Guard,0,HS,HS Health Services Technician,Health Services Technician
,,,,
Coast Guard,7,IT,IT Information Systems Technician,Information Systems Technician
,,,,
Coast Guard,0,IV,IV Investigator,Investigator
,,,,
Coast Guard,4,MK,MK Machinery Technician,Machinery Technician
,,,,
Coast Guard,0,MST,MST Marine Science Technician ,Marine Science Technician 
,,,,
Coast Guard,0,MU,MU Musician,Musician
,,,,
Coast Guard,3,OS,OS Operations Specialist ,Operations Specialist 
,,,,
Coast Guard,6,PA,PA Public Affairs Specialist ,Public Affairs Specialist 
,,,,
Coast Guard,3,PS,PS Port Security Specialist ,Port Security Specialist 
,,,,
Coast Guard,2,SK,SK Storekeeper,Storekeeper
,,,,
Coast Guard,0,YN,YN Yeoman,Yeoman
,,,,
Coast Guard,0,ME,ME Maritime Law Enforcement Specialist ,Maritime Law Enforcement Specialist 
,,,,
Coast Guard,0,IS,IS Intelligence Specialist ,Intelligence Specialist 
,,,,
Coast Guard,8,AE,AE Aviation Electrician's Mate ,Aviation Electrician's Mate 
,,,,
Coast Guard,8,AM,AM Aviation Metalsmith ,Aviation Metalsmith 
,,,,
Coast Guard,7,DP,DP Data Processing Technician ,Data Processing Technician 
,,,,
Coast Guard,0,FT,FT Fire Control Technician ,Fire Control Technician 
,,,,
Coast Guard,2,QM,QM Quartermaster,Quartermaster
,,,,
Coast Guard,7,RD,RD Radarman,Radarman
,,,,
Coast Guard,7,RM/TC,RM/TC Radioman/Telecommunications Specialist,Radioman/Telecommunications Specialist
,,,,
Coast Guard,7,TT,TT Telephone Technician ,Telephone Technician 
,,,,
Coast Guard,8,, Aviator,Aviator
,,,,
Coast Guard,8,, Aviation Maintenance Officer,Aviation Maintenance Officer
,,,,
Coast Guard,8,, Flight Safety Officer,Flight Safety Officer
,,,,
Coast Guard,7,, Computer Information Systems Management,Computer Information Systems Management
,,,,
Coast Guard,9,, Electrical Engineering,Electrical Engineering
,,,,
Coast Guard,7,, Telecommunications Management,Telecommunications Management
,,,,
Coast Guard,9,, Engineering Logistics,Engineering Logistics
,,,,
Coast Guard,9,, Civil Engineering,Civil Engineering
,,,,
Coast Guard,9,, Naval Engineering,Naval Engineering
,,,,
Coast Guard,6,, Financial Resource Management,Financial Resource Management
,,,,
Coast Guard,0,, Health Services,Health Services
,,,,
Coast Guard,6,, Legal,Legal
,,,,
Coast Guard,0,, Marine Safety,Marine Safety
,,,,
Coast Guard,3,, Operations - Afloat,Operations - Afloat
,,,,
Coast Guard,3,, Operations - Ashore,Operations - Ashore
,,,,
Coast Guard,0,, Operations - Intelligence,Operations - Intelligence
,,,,
Coast Guard,0,, Operations - Law Enforcement,Operations - Law Enforcement
,,,,
Marines,2,3533,3533 Logistics Vehicle System Operator,Logistics Vehicle System Operator
,,,,
Marines,0,3538,3538 Licensing Examiner,Licensing Examiner
,,,,
Marines,0,311,311 Rifleman,Rifleman
,,,,
Marines,0,312,312 Riverine Assault Craft,Riverine Assault Craft
,,,,
Marines,0,313,313 LAV Crewman,LAV Crewman
,,,,
Marines,0,314,314 Rigid Raiding Craft,Rigid Raiding Craft
,,,,
Marines,0,316,316 Combat Rubber Reconnaissance Craft,Combat Rubber Reconnaissance Craft
,,,,
Marines,0,317,317 Scout Sniper,Scout Sniper
,,,,
Marines,0,321,321 Reconnaissance Man,Reconnaissance Man
,,,,
Marines,0,323,"323 Reconnaissance Man, Parachute Qualified","Reconnaissance Man, Parachute Qualified"
,,,,
Marines,0,324,"324 Reconnaissance Man, Combatant Diver Qualified","Reconnaissance Man, Combatant Diver Qualified"
,,,,
Marines,0,326,"326 Reconnaissance Man, Parachute and Combatant Diver Qualified","Reconnaissance Man, Parachute and Combatant Diver Qualified"
,,,,
Marines,0,331,331 Machine Gunner,Machine Gunner
,,,,
Marines,0,341,341 Mortarman,Mortarman
,,,,
Marines,0,351,351 Infantry Assaultman,Infantry Assaultman
,,,,
Marines,0,352,352 Anti-tank Missileman,Anti-tank Missileman
,,,,
Marines,0,369,369 Infantry Unit Leader,Infantry Unit Leader
,,,,
Marines,5,121,121 Personnel Clerk,Personnel Clerk
,,,,
Marines,10,143,143 Career Retention Specialist,Career Retention Specialist
,,,,
Marines,6,147,147 Equal Opportunity Advisor (EOA),Equal Opportunity Advisor (EOA)
,,,,
Marines,6,149,149 Substance Abuse Control Specialist,Substance Abuse Control Specialist
,,,,
Marines,5,151,151 Administrative Clerk,Administrative Clerk
,,,,
Marines,5,161,161 Postal Clerk,Postal Clerk
,,,,
Marines,6,171,171 Manpower Information Systems,Manpower Information Systems
,,,,
Marines,6,193,193 Personnel/Administrative Chief,Personnel/Administrative Chief
,,,,
Marines,0,211,211 Counterintelligence/HUMINT Specialist,Counterintelligence/HUMINT Specialist
,,,,
Marines,0,212,212 Technical Surveillance Countermeasures,Technical Surveillance Countermeasures
,,,,
Marines,0,231,231 Intelligence Specialist,Intelligence Specialist
,,,,
Marines,0,241,241 Imagery Analysis Specialist,Imagery Analysis Specialist
,,,,
Marines,0,261,261 Geographic Intelligence Specialist,Geographic Intelligence Specialist
,,,,
Marines,0,291,291 Intelligence Chief,Intelligence Chief
,,,,
Marines,4,411,411 Maintenance Management Specialist,Maintenance Management Specialist
,,,,
Marines,2,431,431 Logistics/Embarkation Specialist,Logistics/Embarkation Specialist
,,,,
Marines,2,451,451 Airborne and Air Delivery Specialist,Airborne and Air Delivery Specialist
,,,,
Marines,0,471,471 Personnel Retrieval and Processing Specialist,Personnel Retrieval and Processing Specialist
,,,,
Marines,0,472,472 Personnel Retrieval and Processing Technician,Personnel Retrieval and Processing Technician
,,,,
Marines,0,481,481 Landing Support Specialist,Landing Support Specialist
,,,,
Marines,2,491,491 Logistics Mobility Chief,Logistics Mobility Chief
,,,,
Marines,3,511,511 MAGTF Planning Specialist,MAGTF Planning Specialist
,,,,
Marines,0,521,521 Psychological Operations Noncommissioned Officer,Psychological Operations Noncommissioned Officer
,,,,
Marines,0,531,531 Civil Affairs Noncommissioned Officer,Civil Affairs Noncommissioned Officer
,,,,
Marines,4,612,612 Field Wireman,Field Wireman
,,,,
Marines,4,613,613 Construction Wireman,Construction Wireman
,,,,
Marines,4,614,614 Unit Level Circuit Switch (ULCS) Operator/Maintainer,Unit Level Circuit Switch (ULCS) Operator/Maintainer
,,,,
Marines,4,618,618 Electronic Switching Operator/Maintainer,Electronic Switching Operator/Maintainer
,,,,
Marines,7,619,619 Wire Chief,Wire Chief
,,,,
Marines,0,621,621 Field Radio Operator,Field Radio Operator
,,,,
Marines,7,622,622 Digital (Multi-channel) Wideband Transmission Equipment Operator,Digital (Multi-channel) Wideband Transmission Equipment Operator
,,,,
Marines,7,623,623 Tropospheric Scatter Radio Multi-channel Equipment Operator,Tropospheric Scatter Radio Multi-channel Equipment Operator
,,,,
Marines,7,627,627 SHF Satellite Communications Operator-Maintainer,SHF Satellite Communications Operator-Maintainer
,,,,
Marines,7,628,628 EHF Satellite Communications Operator-Maintainer,EHF Satellite Communications Operator-Maintainer
,,,,
Marines,7,629,629 Radio Chief,Radio Chief
,,,,
Marines,7,648,648 Strategic Spectrum Manager,Strategic Spectrum Manager
,,,,
Marines,7,651,651 Data Network Specialist,Data Network Specialist
,,,,
Marines,7,652,652 Certification Authority Workstation,Certification Authority Workstation
,,,,
Marines,7,653,653 Defense Message System,Defense Message System
,,,,
Marines,7,656,656 Tactical Network Specialist,Tactical Network Specialist
,,,,
Marines,7,658,658 Tactical Data Network Gateway Systems Administrator,Tactical Data Network Gateway Systems Administrator
,,,,
Marines,7,659,659 Data Chief,Data Chief
,,,,
Marines,7,681,681 Information Security Technician,Information Security Technician
,,,,
Marines,7,689,689 Information Assurance Technician,Information Assurance Technician
,,,,
Marines,7,699,699 Communications Chief,Communications Chief
,,,,
Marines,0,811,811 Field Artillery Cannoneer,Field Artillery Cannoneer
,,,,
Marines,0,814,814 High Mobility Artillery Rocket System,High Mobility Artillery Rocket System
,,,,
Marines,0,842,842 Field Artillery Radar Operator,Field Artillery Radar Operator
,,,,
Marines,0,844,844 Field Artillery Fire Control Man,Field Artillery Fire Control Man
,,,,
Marines,0,847,847 Artillery Meteorological Man,Artillery Meteorological Man
,,,,
Marines,0,848,848 Field Artillery Operations Man,Field Artillery Operations Man
,,,,
Marines,0,861,861 Fire Support Man,Fire Support Man
,,,,
Marines,6,911,911 Drill Instructor,Drill Instructor
,,,,
Marines,6,913,913 Marine Combat Instructor,Marine Combat Instructor
,,,,
Marines,0,916,916 Martial Arts Instructor,Martial Arts Instructor
,,,,
Marines,0,917,917 Martial Arts Instructor-Trainer,Martial Arts Instructor-Trainer
,,,,
Marines,0,918,918 Water Safety/Survival Instructor,Water Safety/Survival Instructor
,,,,
Marines,0,931,931 Marksmanship Instructor,Marksmanship Instructor
,,,,
Marines,0,932,932 Small Arms Weapons Instructor,Small Arms Weapons Instructor
,,,,
Marines,0,933,933 Marksmanship Coach,Marksmanship Coach
,,,,
Marines,9,1141,1141 Electrician,Electrician
,,,,
Marines,9,1142,1142 Engineer Equipment Electrical Systems Technician,Engineer Equipment Electrical Systems Technician
,,,,
Marines,4,1161,1161 Refrigeration and Air Conditioning Technician,Refrigeration and Air Conditioning Technician
,,,,
Marines,4,1169,1169 Utilities Chief,Utilities Chief
,,,,
Marines,4,1171,1171 Water Support Technician,Water Support Technician
,,,,
Marines,4,1316,1316 Metal Worker,Metal Worker
,,,,
Marines,4,1341,1341 Engineer Equipment Mechanic,Engineer Equipment Mechanic
,,,,
Marines,4,1342,1342 Small Craft Mechanic,Small Craft Mechanic
,,,,
Marines,4,1343,1343 Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic,Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic
,,,,
Marines,4,1345,1345 Engineer Equipment Operator,Engineer Equipment Operator
,,,,
Marines,4,1349,1349 Engineer Equipment Chief,Engineer Equipment Chief
,,,,
Marines,4,1361,1361 Engineer Assistant,Engineer Assistant
,,,,
Marines,4,1371,1371 Combat Engineer,Combat Engineer
,,,,
Marines,1,1372,1372 Assault Breacher Vehicle,Assault Breacher Vehicle
,,,,
Marines,1,1812,1812 M1A1 Tank Crewman,M1A1 Tank Crewman
,,,,
Marines,1,1833,1833 Assault Amphibious Vehicle (AAV) Crewmember,Assault Amphibious Vehicle (AAV) Crewmember
,,,,
Marines,1,1834,1834 Expeditionary Fighting Vehicle (EFV) Crewman,Expeditionary Fighting Vehicle (EFV) Crewman
,,,,
Marines,0,2111,2111 Small Arms Repairer/Technician,Small Arms Repairer/Technician
,,,,
Marines,0,2112,2112 Precision Weapons Repairer/Technician,Precision Weapons Repairer/Technician
,,,,
Marines,0,2131,2131 Towed Artillery Systems Technician,Towed Artillery Systems Technician
,,,,
Marines,4,2141,2141 Assault Amphibious Vehicle (AAV) Repairer/Technician,Assault Amphibious Vehicle (AAV) Repairer/Technician
,,,,
