Branch,Bucket,Code,Search,Title
Marines,4,2146,2146 Main Battle Tank (MBT) Repairer/Technician,Main Battle Tank (MBT) Repairer/Technician
,,,,
Marines,4,2147,2147 Light Armored Vehicle (LAV) Repairer/Technician,Light Armored Vehicle (LAV) Repairer/Technician
,,,,
Marines,4,2148,2148 Expeditionary Fighting Vehicle (EFV) Repairer/Technician,Expeditionary Fighting Vehicle (EFV) Repairer/Technician
,,,,
Marines,4,2149,2149 Ordnance Vehicle Maintenance Chief,Ordnance Vehicle Maintenance Chief
,,,,
Marines,4,2161,2161 Machinist,Machinist
,,,,
Marines,4,2171,2171 Electro-Optical Ordnance Repairer,Electro-Optical Ordnance Repairer
,,,,
Marines,0,2181,2181 Senior Ground Ordnance Weapons Chief,Senior Ground Ordnance Weapons Chief
,,,,
Marines,8,7312,"7312 Fixed-Wing Transport Aircraft Specialist, KC-130J","Fixed-Wing Transport Aircraft Specialist, KC-130J"
,,,,
Marines,8,7313,"7313 Helicopter Specialist, AH-1Z/UH-1Y","Helicopter Specialist, AH-1Z/UH-1Y"
,,,,
Marines,0,7314,7314 Unmanned Aerial Vehicle (UAV) Air Vehicle Operator,Unmanned Aerial Vehicle (UAV) Air Vehicle Operator
,,,,
Marines,8,7374,7374 Vertical Takeoff Unmanned Aerial Vehicle Specialist,Vertical Takeoff Unmanned Aerial Vehicle Specialist
,,,,
Marines,0,7212,7212 Low Altitude Air Defense (LAAD) Gunner,Low Altitude Air Defense (LAAD) Gunner
,,,,
Marines,8,7234,7234 Air Control Electronics Operator,Air Control Electronics Operator
,,,,
Marines,0,7236,7236 Tactical Air Defense Controller,Tactical Air Defense Controller
,,,,
Marines,8,7242,7242 Air Support Operations Operator,Air Support Operations Operator
,,,,
Marines,8,7251,7251 Air Traffic Controller-Trainee,Air Traffic Controller-Trainee
,,,,
Marines,8,7252,7252 Air Traffic Controller-Tower,Air Traffic Controller-Tower
,,,,
Marines,8,7253,7253 Air Traffic Controller-Radar Arrival/Departure Controller,Air Traffic Controller-Radar Arrival/Departure Controller
,,,,
Marines,8,7254,7254 Air Traffic Controller-Radar Approach Controller,Air Traffic Controller-Radar Approach Controller
,,,,
Marines,8,7257,7257 Air Traffic Controller,Air Traffic Controller
,,,,
Marines,8,7277,7277 Weapons and Tactics Instructor-Air Control,Weapons and Tactics Instructor-Air Control
,,,,
Marines,8,7291,7291 Senior Air Traffic Controller,Senior Air Traffic Controller
,,,,
Marines,8,7011,7011 Expeditionary Airfield Systems Technician,Expeditionary Airfield Systems Technician
,,,,
Marines,8,7041,7041 Aviation Operations Specialist,Aviation Operations Specialist
,,,,
Marines,8,7051,7051 Aircraft Rescue and Firefighting Specialist,Aircraft Rescue and Firefighting Specialist
,,,,
Marines,8,6821,6821 METOC Observer,METOC Observer
,,,,
Marines,8,6842,6842 METOC Analyst Forecaster,METOC Analyst Forecaster
,,,,
Marines,8,6852,6852 METOC Impact Analyst,METOC Impact Analyst
,,,,
Marines,8,6617,6617 Enlisted Aviation Logistician,Enlisted Aviation Logistician
,,,,
Marines,8,6672,6672 Aviation Supply Specialist,Aviation Supply Specialist
,,,,
Marines,8,6694,6694 Aviation Information Systems (AIS) Specialist,Aviation Information Systems (AIS) Specialist
,,,,
Marines,8,6312,"6312 Aircraft Communications/Navigation/Radar Systems Technician, AV-8","Aircraft Communications/Navigation/Radar Systems Technician, AV-8"
,,,,
Marines,8,6313,"6313 Aircraft Communications/Navigation/Radar Systems Technician, EA-6","Aircraft Communications/Navigation/Radar Systems Technician, EA-6"
,,,,
Marines,0,6314,6314 Unmanned Aerial System (UAS) Avionics Technician,Unmanned Aerial System (UAS) Avionics Technician
,,,,
Marines,8,6316,"6316 Aircraft Communications/Navigation Systems Technician, KC-130","Aircraft Communications/Navigation Systems Technician, KC-130"
,,,,
Marines,8,6317,"6317 Aircraft Communications/Navigation/Radar Systems Technician, F/A-18","Aircraft Communications/Navigation/Radar Systems Technician, F/A-18"
,,,,
Marines,8,6322,"6322 Aircraft Communications/Navigation Electrical Systems Technician, CH-46","Aircraft Communications/Navigation Electrical Systems Technician, CH-46"
,,,,
Marines,8,6323,"6323 Aircraft Communications/Navigation/Electrical Systems Technician, CH-53","Aircraft Communications/Navigation/Electrical Systems Technician, CH-53"
,,,,
Marines,8,6324,"6324 Aircraft Communications/Navigation/Electrical/Weapon Systems Technician, U/AH-l","Aircraft Communications/Navigation/Electrical/Weapon Systems Technician, U/AH-l"
,,,,
Marines,8,6326,"6326 Aircraft Communications/Navigation/Electrical/Systems Technician, V-22","Aircraft Communications/Navigation/Electrical/Systems Technician, V-22"
,,,,
Marines,8,6332,"6332 Aircraft Electrical Systems Technician, AV-8","Aircraft Electrical Systems Technician, AV-8"
,,,,
Marines,8,6333,"6333 Aircraft Electrical Systems Technician, EA-6","Aircraft Electrical Systems Technician, EA-6"
,,,,
Marines,8,6336,"6336 Aircraft Electrical Systems Technician, KC-130","Aircraft Electrical Systems Technician, KC-130"
,,,,
Marines,8,6337,"6337 Aircraft Electrical Systems Technician, F/A-18","Aircraft Electrical Systems Technician, F/A-18"
,,,,
Marines,8,6386,"6386 Aircraft Electronic Countermeasures Systems Technician, EA-6B","Aircraft Electronic Countermeasures Systems Technician, EA-6B"
,,,,
Marines,8,6391,6391 Avionics Maintenance Chief,Avionics Maintenance Chief
,,,,
Marines,8,6412,"6412 Aircraft Communications Systems Technician, IMA","Aircraft Communications Systems Technician, IMA"
,,,,
Marines,8,6413,"6413 Aircraft Navigation Systems Technician, I FF/RADAR/TACAN , IMA","Aircraft Navigation Systems Technician, I FF/RADAR/TACAN , IMA"
,,,,
Marines,8,6414,"6414 Advanced Aircraft Communications/Navigation Systems Technician, IMA","Advanced Aircraft Communications/Navigation Systems Technician, IMA"
,,,,
Marines,8,6422,"6422 Aircraft Cryptographic Systems Technician, IMA","Aircraft Cryptographic Systems Technician, IMA"
,,,,
Marines,8,6423,"6423 Aviation Electronic Microminiature/Instrument and Cable Repair Technician, IMA","Aviation Electronic Microminiature/Instrument and Cable Repair Technician, IMA"
,,,,
Marines,8,6432,"6432 Aircraft Electrical/lnstrument/Flight Control Systems Technician, Fixed Wing, IMA","Aircraft Electrical/lnstrument/Flight Control Systems Technician, Fixed Wing, IMA"
,,,,
Marines,8,6433,"6433 Aircraft Electrical/Instrument/Flight Control Systems Technician, Helicopter, IMA","Aircraft Electrical/Instrument/Flight Control Systems Technician, Helicopter, IMA"
,,,,
Marines,8,6434,"6434 Advanced Aircraft Electrical/Instrument/Flight Control Systems Technician, IMA","Advanced Aircraft Electrical/Instrument/Flight Control Systems Technician, IMA"
,,,,
Marines,4,6461,"6461 Hybrid Test Set Technician, IMA","Hybrid Test Set Technician, IMA"
,,,,
Marines,8,6462,"6462 Avionics Test Set (ATS) Technician, IMA","Avionics Test Set (ATS) Technician, IMA"
,,,,
Marines,4,6463,"6463 CASS HP Configuration Operator/Maintainer/Technician, IMA","CASS HP Configuration Operator/Maintainer/Technician, IMA"
,,,,
Marines,8,6464,"6464 Aircraft Inertial Navigation System Technician, IMA","Aircraft Inertial Navigation System Technician, IMA"
,,,,
Marines,4,6466,6466 CASS EO Configuration Operator/Maintainer/Technician/IMA,CASS EO Configuration Operator/Maintainer/Technician/IMA
,,,,
Marines,4,6467,"6467 Consolidated Automatic Support System (CASS) Technician, IMA","Consolidated Automatic Support System (CASS) Technician, IMA"
,,,,
Marines,4,6469,"6469 CASS Test Station IMA Advanced Maintenance Technician, IMA","CASS Test Station IMA Advanced Maintenance Technician, IMA"
,,,,
Marines,8,6482,"6482 Aircraft Electronic Countermeasures Systems Technician, Fixed-Wing, IMA","Aircraft Electronic Countermeasures Systems Technician, Fixed-Wing, IMA"
,,,,
Marines,8,6483,"6483 Aircraft Electronic Countermeasures Systems Technician, Helicopter, IMA","Aircraft Electronic Countermeasures Systems Technician, Helicopter, IMA"
,,,,
Marines,4,6484,"6484 CASS EW Configuration Operator/Maintainer/Technician, IMA","CASS EW Configuration Operator/Maintainer/Technician, IMA"
,,,,
Marines,8,6492,"6492 Aviation Precision Measurement Equipment/Calibration and Repair Technician, IMA","Aviation Precision Measurement Equipment/Calibration and Repair Technician, IMA"
,,,,
Marines,8,6493,"6493 Aviation Meteorological Equipment Technician, OMA/IMA","Aviation Meteorological Equipment Technician, OMA/IMA"
,,,,
Marines,8,6012,6012 Aviation Maintenance Controller/Production Controller,Aviation Maintenance Controller/Production Controller
,,,,
Marines,8,6018,"6018 Aviation Quality Assurance Representative (QAR) , Collateral Duty Quality Assurance Representative (CDQAR), and Collateral Duty Inspector (COI)","Aviation Quality Assurance Representative (QAR) , Collateral Duty Quality Assurance Representative (CDQAR), and Collateral Duty Inspector (COI)"
,,,,
Marines,8,6019,6019 Aircraft Maintenance Chief,Aircraft Maintenance Chief
,,,,
Marines,8,6023,6023 Aircraft Power Plants Test Cell Operator,Aircraft Power Plants Test Cell Operator
,,,,
Marines,8,6033,6033 Aircraft Nondestructive Inspection Technician,Aircraft Nondestructive Inspection Technician
,,,,
Marines,6,6042,6042 Individual Material Readiness List (IMRS) Asset Manager,Individual Material Readiness List (IMRS) Asset Manager
,,,,
Marines,4,6043,6043 Aircraft Welder,Aircraft Welder
,,,,
Marines,5,6046,6046 Aircraft Maintenance Administration Specialist,Aircraft Maintenance Administration Specialist
,,,,
Marines,8,6048,6048 Flight Equipment Technician,Flight Equipment Technician
,,,,
Marines,7,6049,6049 NALCOMIS Application Administrator/Analyst,NALCOMIS Application Administrator/Analyst
,,,,
Marines,8,6062,6062 Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic,Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic
,,,,
Marines,8,6072,6072 Aircraft Maintenance Support Equipment Hydraulic/Pneumatic/Structures Mechanic,Aircraft Maintenance Support Equipment Hydraulic/Pneumatic/Structures Mechanic
,,,,
Marines,8,6073,6073 Aircraft Maintenance Support Equipment Electrician/Refrigeration Mechanic,Aircraft Maintenance Support Equipment Electrician/Refrigeration Mechanic
,,,,
Marines,0,6074,6074 Cryogenics Equipment Operator,Cryogenics Equipment Operator
,,,,
Marines,8,6092,6092 Aircraft Intermediate Level Structures Mechanic,Aircraft Intermediate Level Structures Mechanic
,,,,
Marines,8,6111,6111 Helicopter/Tiltrotor Mechanic-Trainee,Helicopter/Tiltrotor Mechanic-Trainee
,,,,
Marines,8,6112,"6112 Helicopter Mechanic, CH-46","Helicopter Mechanic, CH-46"
,,,,
Marines,8,6113,"6113 Helicopter Mechanic, CH-53","Helicopter Mechanic, CH-53"
,,,,
Marines,8,6114,"6114 Helicopter Mechanic, UH/AH-1","Helicopter Mechanic, UH/AH-1"
,,,,
Marines,8,6116,"6116 Tiltrotor Mechanic, MV-22","Tiltrotor Mechanic, MV-22"
,,,,
Marines,8,6122,"6122 Helicopter Power Plants Mechanic, T-5E1","Helicopter Power Plants Mechanic, T-5E1"
,,,,
Marines,8,6123,"6123 Helicopter Power Plants Mechanic, T-64","Helicopter Power Plants Mechanic, T-64"
,,,,
Marines,8,6124,"6124 Helicopter Power Plants Mechanic, T-400/T-700","Helicopter Power Plants Mechanic, T-400/T-700"
,,,,
Marines,8,6132,6132 Helicopter/Tiltrotor Dynamic Components Mechanic,Helicopter/Tiltrotor Dynamic Components Mechanic
,,,,
Marines,8,6152,"6152 Helicopter Airframe Mechanic, CH-46","Helicopter Airframe Mechanic, CH-46"
,,,,
Marines,8,6153,"6153 Helicopter Airframe Mechanic, CH-53","Helicopter Airframe Mechanic, CH-53"
,,,,
Marines,8,6154,"6154 Helicopter Airframe Mechanic, UH/AH-1","Helicopter Airframe Mechanic, UH/AH-1"
,,,,
Marines,8,6156,"6156 Tiltrotor Airframe Mechanic, MV-22","Tiltrotor Airframe Mechanic, MV-22"
,,,,
Marines,6,6162,6162 Presidential Support Specialist,Presidential Support Specialist
,,,,
Marines,8,6172,"6172 Helicopter Crew Chief, CH-46","Helicopter Crew Chief, CH-46"
,,,,
Marines,8,6173,"6173 Helicopter Crew Chief, CH-53","Helicopter Crew Chief, CH-53"
,,,,
Marines,8,6174,"6174 Helicopter Crew Chief, UH-1","Helicopter Crew Chief, UH-1"
,,,,
Marines,8,6176,"6176 Tiltrotor Crew Chief, MV-22","Tiltrotor Crew Chief, MV-22"
,,,,
Marines,0,6177,6177 Weapons and Tactics Crew Chief Instructor,Weapons and Tactics Crew Chief Instructor
,,,,
Marines,8,6178,6178 VH-GON Presidential Helicopter Crew Chief,VH-GON Presidential Helicopter Crew Chief
,,,,
Marines,8,6179,6179 VH-3D Presidential Helicopter Crew Chief,VH-3D Presidential Helicopter Crew Chief
,,,,
Marines,0,6199,6199 Enlisted Aircrew/Aerial Observer/Gunner,Enlisted Aircrew/Aerial Observer/Gunner
,,,,
Marines,8,6212,"6212 Fixed-Wing Aircraft Mechanic, AV-8/TAV-S","Fixed-Wing Aircraft Mechanic, AV-8/TAV-S"
,,,,
Marines,8,6213,"6213 Fixed-Wing Aircraft Mechanic, EA-6","Fixed-Wing Aircraft Mechanic, EA-6"
,,,,
Marines,0,6214,6214 Unmanned Aerial Vehicle (UAV) Mechanic,Unmanned Aerial Vehicle (UAV) Mechanic
,,,,
Marines,8,6216,"6216 Fixed-Wing Aircraft Mechanic, KC-130","Fixed-Wing Aircraft Mechanic, KC-130"
,,,,
Marines,8,6217,"6217 Fixed-Wing Aircraft Mechanic, F/A-18","Fixed-Wing Aircraft Mechanic, F/A-18"
,,,,
Marines,8,6222,"6222 Fixed Wing Aircraft Power Plants Mechanic, F-402","Fixed Wing Aircraft Power Plants Mechanic, F-402"
,,,,
Marines,8,6223,"6223 Fixed-Wing Aircraft Power Plants Mechanic, J-52","Fixed-Wing Aircraft Power Plants Mechanic, J-52"
,,,,
Marines,8,6226,"6226 Fixed-Wing Aircraft Power Plants Mechanic, T-56","Fixed-Wing Aircraft Power Plants Mechanic, T-56"
,,,,
Marines,8,6227,"6227 Fixed-Wing Aircraft Power Plants Mechanic, F-404","Fixed-Wing Aircraft Power Plants Mechanic, F-404"
,,,,
Marines,8,6242,"6242 Fixed-Wing Aircraft Flight Engineer, KC-130","Fixed-Wing Aircraft Flight Engineer, KC-130"
,,,,
Marines,8,6243,"6243 Fixed-Wing Transport Aircraft Specialist, C-9","Fixed-Wing Transport Aircraft Specialist, C-9"
,,,,
Marines,8,6244,"6244 Fixed-Wing Transport Aircraft Specialist, C-12","Fixed-Wing Transport Aircraft Specialist, C-12"
,,,,
Marines,8,6246,"6246 Fixed-Wing Transport Aircraft Specialist, C-20","Fixed-Wing Transport Aircraft Specialist, C-20"
,,,,
Marines,8,6247,"6247 Fixed-Wing Transport Aircraft Specialist, UC-35","Fixed-Wing Transport Aircraft Specialist, UC-35"
,,,,
Marines,8,6251,6251 Fixed-Wing Aircraft Airframe Mechanic-Trainee,Fixed-Wing Aircraft Airframe Mechanic-Trainee
,,,,
Marines,8,6252,"6252 Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8","Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8"
,,,,
Marines,8,6253,"6253 Fixed-Wing Aircraft Airframe Mechanic, EA-6","Fixed-Wing Aircraft Airframe Mechanic, EA-6"
,,,,
Marines,8,6256,"6256 Fixed-Wing Aircraft Airframe Mechanic, KC-130","Fixed-Wing Aircraft Airframe Mechanic, KC-130"
,,,,
Marines,8,6257,"6257 Fixed-Wing Aircraft Airframe Mechanic, F/A-18","Fixed-Wing Aircraft Airframe Mechanic, F/A-18"
,,,,
Marines,8,6276,"6276 Fixed-Wing Aircraft Crew Chief, KC-130","Fixed-Wing Aircraft Crew Chief, KC-130"
,,,,
Marines,8,6281,6281 Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee,Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee
,,,,
Marines,8,6282,"6282 Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TJW-B","Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TJW-B"
,,,,
Marines,8,6283,"6283 Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6","Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6"
,,,,
Marines,8,6286,"6286 Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130","Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130"
,,,,
Marines,8,6287,"6287 Fixed-Wing Aircraft Safety Equipment Mechanic, F/A-18","Fixed-Wing Aircraft Safety Equipment Mechanic, F/A-18"
,,,,
Marines,4,5912,5912 Avenger System Maintainer,Avenger System Maintainer
,,,,
Marines,8,5939,5939 Aviation Communication Systems Technician,Aviation Communication Systems Technician
,,,,
Marines,8,5942,5942 Aviation Radar Repairer,Aviation Radar Repairer
,,,,
Marines,8,5948,5948 Aviation Radar Technician,Aviation Radar Technician
,,,,
Marines,8,5952,5952 Air Traffic Control Navigational Aids Technician,Air Traffic Control Navigational Aids Technician
,,,,
Marines,8,5953,5953 Air Traffic Control Radar Technician,Air Traffic Control Radar Technician
,,,,
Marines,8,5954,5954 Air Traffic Control Communications Technician,Air Traffic Control Communications Technician
,,,,
Marines,8,5959,5959 Air Traffic Control Systems Maintenance,Air Traffic Control Systems Maintenance
,,,,
Marines,7,5974,5974 Tactical Data Systems Administrator,Tactical Data Systems Administrator
,,,,
Marines,7,5979,5979 Tactical Air Operations Module/Air Defense Technician,Tactical Air Operations Module/Air Defense Technician
,,,,
Marines,7,5993,5993 Electronics Maintenance Chief,Electronics Maintenance Chief
,,,,
Marines,0,5811,5811 Military Police,Military Police
,,,,
Marines,0,5812,5812 Working Dog Handler,Working Dog Handler
,,,,
Marines,6,5813,5813 Accident Investigator,Accident Investigator
,,,,
Marines,0,5814,5814 Physical Security Specialist,Physical Security Specialist
,,,,
Marines,0,5816,5816 Special Reaction Team (3RT) Member,Special Reaction Team (3RT) Member
,,,,
Marines,0,5819,5819 Military Police Investigator (MPI),Military Police Investigator (MPI)
,,,,
Marines,0,5821,5821 Criminal Investigator CID Agent,Criminal Investigator CID Agent
,,,,
Marines,0,5822,5822 Forensic Psycho-physiologist (Polygraph Examiner),Forensic Psycho-physiologist (Polygraph Examiner)
,,,,
Marines,0,5831,5831 Correctional Specialist,Correctional Specialist
,,,,
Marines,0,5832,5832 Correctional Counselor,Correctional Counselor
,,,,
Marines,0,5711,"5711 Chemical, Biological, Radiological, and Nuclear (CBRN) Defense Specialist","Chemical, Biological, Radiological, and Nuclear (CBRN) Defense Specialist"
,,,,
Marines,0,5731,"5731 Joint Chemical, Biological, Radiological, Nuclear Reconnaissance System Operator (JCBRNRS) LAV Operator","Joint Chemical, Biological, Radiological, Nuclear Reconnaissance System Operator (JCBRNRS) LAV Operator"
,,,,
Marines,0,5511,"5511 Member, ""The President's Own,"" United States Marine Band","Member, ""The President's Own,"" United States Marine Band"
,,,,
Marines,0,5512,"5512 Member, ""The Commandant's Own,"" U.S. Marine Drum & Bugle Corps","Member, ""The Commandant's Own,"" U.S. Marine Drum & Bugle Corps"
,,,,
Marines,0,5517,5517 Bandmaster,Bandmaster
,,,,
Marines,0,5519,5519 Enlisted Conductor,Enlisted Conductor
,,,,
Marines,0,5521,5521 Drum Major,Drum Major
,,,,
Marines,0,5522,5522 Small Ensemble Leader,Small Ensemble Leader
,,,,
Marines,0,5523,5523 Instrument Repair Technician,Instrument Repair Technician
,,,,
Marines,0,5524,5524 Musician,Musician
,,,,
Marines,0,5526,"5526 Musician, Oboe","Musician, Oboe"
,,,,
Marines,0,5528,"5528 Musician, Bassoon","Musician, Bassoon"
,,,,
Marines,0,5534,"5534 Musician, Clarinet","Musician, Clarinet"
,,,,
Marines,0,5536,"5536 Musician, Flute/Piccolo","Musician, Flute/Piccolo"
,,,,
Marines,0,5537,"5537 Musician, Saxophone","Musician, Saxophone"
,,,,
Marines,0,5541,"5541 Musician, Trumpet","Musician, Trumpet"
,,,,
Marines,0,5543,"5543 Musician, Euphonium","Musician, Euphonium"
,,,,
Marines,0,5544,"5544 Musician, Horn","Musician, Horn"
,,,,
Marines,0,5546,"5546 Musician, Trombone","Musician, Trombone"
,,,,
Marines,0,5547,"5547 Musician, Tuba/Sousaphone","Musician, Tuba/Sousaphone"
,,,,
Marines,0,5548,"5548 Musician, Electric Bass","Musician, Electric Bass"
,,,,
Marines,0,5563,"5563 Musician, Percussion (Drums, Tympani, and Mallets)","Musician, Percussion (Drums, Tympani, and Mallets)"
,,,,
Marines,0,5566,"5566 Musician, Guitar","Musician, Guitar"
,,,,
Marines,6,4611,4611 Combat Illustrator,Combat Illustrator
,,,,
Marines,0,4612,4612 Combat Lithographer,Combat Lithographer
,,,,
Marines,6,4641,4641 Combat Photographer,Combat Photographer
,,,,
Marines,6,4671,4671 Combat Videographer,Combat Videographer
,,,,
Marines,6,4691,4691 Visual Information Chief,Visual Information Chief
,,,,
Marines,6,4421,4421 Legal Services Specialist,Legal Services Specialist
,,,,
Marines,6,4429,4429 Legal Services Reporter,Legal Services Reporter
,,,,
Marines,6,4313,4313 Broadcast Journalist,Broadcast Journalist
,,,,
Marines,6,4341,4341 Combat Correspondent,Combat Correspondent
,,,,
Marines,6,4133,4133 Marine Corps Community Services Marine,Marine Corps Community Services Marine
,,,,
Marines,4,3521,3521 Automotive Organizational Mechanic,Automotive Organizational Mechanic
,,,,
Marines,4,3522,3522 Automotive Intermediate Mechanic,Automotive Intermediate Mechanic
,,,,
Marines,4,3523,3523 Logistics Vehicle System Mechanic,Logistics Vehicle System Mechanic
,,,,
Marines,4,3524,3524 Fuel and Electrical Systems Mechanic,Fuel and Electrical Systems Mechanic
,,,,
Marines,4,3526,3526 Crash/Fire/Rescue Vehicle Mechanic,Crash/Fire/Rescue Vehicle Mechanic
,,,,
Marines,4,3529,3529 Motor Transport Maintenance Chief,Motor Transport Maintenance Chief
,,,,
Marines,1,3531,3531 Motor Vehicle Operator,Motor Vehicle Operator
,,,,
Marines,1,3534,3534 Semitrailer Refueler Operator,Semitrailer Refueler Operator
,,,,
Marines,1,3536,3536 Vehicle Recovery Operator,Vehicle Recovery Operator
,,,,
Marines,3,3537,3537 Motor Transport Operations Chief,Motor Transport Operations Chief
,,,,
Marines,6,3432,3432 Finance Technician,Finance Technician
,,,,
Marines,6,3441,3441 NAF Audit Technician,NAF Audit Technician
,,,,
Marines,6,3451,3451 Financial Management Resource Analyst,Financial Management Resource Analyst
,,,,
Marines,5,3372,3372 Marine Aide,Marine Aide
,,,,
Marines,0,3381,"3381 Food Service, Specialist","Food Service, Specialist"
,,,,
Marines,3,3112,3112 Traffic Management Specialist,Traffic Management Specialist
,,,,
Marines,2,3043,3043 Supply Administration and Operations Specialist,Supply Administration and Operations Specialist
,,,,
Marines,6,3044,3044 Contract Specialist,Contract Specialist
,,,,
Marines,2,3051,3051 Warehouse Clerk,Warehouse Clerk
,,,,
Marines,2,3052,3052 Packaging Specialist,Packaging Specialist
,,,,
Marines,2,2821,2821 Technical Controller Marine,Technical Controller Marine
,,,,
Marines,7,2822,2822 Electronic Switching Equipment Technician,Electronic Switching Equipment Technician
,,,,
Marines,7,2823,2823 Technical Control Chief,Technical Control Chief
,,,,
Marines,7,2827,2827 Tactical Electronic Reconnaissance Process/Evaluation Systems (TERPES) Technician,Tactical Electronic Reconnaissance Process/Evaluation Systems (TERPES) Technician
,,,,
Marines,7,2831,2831 AN/TRC-170 Technician,AN/TRC-170 Technician
,,,,
Marines,7,2834,2834 Satellite Communications (SATCOM) Technician,Satellite Communications (SATCOM) Technician
,,,,
Marines,7,2844,2844 Ground Communications Organizational Repairer,Ground Communications Organizational Repairer
,,,,
Marines,7,2846,2846 Ground Radio Intermediate Repairer,Ground Radio Intermediate Repairer
,,,,
Marines,7,2847,2847 Telephone Systems/PersonalComputer Intermediate Repairer,Telephone Systems/PersonalComputer Intermediate Repairer
,,,,
Marines,7,2848,2848 Tactical Remote Sensor System (TRSS) Maintainer,Tactical Remote Sensor System (TRSS) Maintainer
,,,,
Marines,7,2862,2862 Electronics Maintenance Technician,Electronics Maintenance Technician
,,,,
Marines,7,2871,2871 Test Measurement and Diagnostic Equipment Technician,Test Measurement and Diagnostic Equipment Technician
,,,,
Marines,0,2874,2874 Metrology Technician,Metrology Technician
,,,,
Marines,0,2881,2881 2M/ATE Technician,2M/ATE Technician
,,,,
Marines,4,2887,2887 Artillery Electronics Technician,Artillery Electronics Technician
,,,,
Marines,7,2891,2891 Electronics Maintenance Chief,Electronics Maintenance Chief
,,,,
Marines,0,2671,2671 Middle East Cryptologic Linguist,Middle East Cryptologic Linguist
,,,,
Marines,0,2673,2673 Asia-Pacific Cryptologic Linguist,Asia-Pacific Cryptologic Linguist
,,,,
Marines,0,2674,2674 European I (West) Cryptologic Linguist,European I (West) Cryptologic Linguist
,,,,
Marines,0,2676,2676 European II (East) Cryptologic Linguist,European II (East) Cryptologic Linguist
,,,,
Marines,7,2691,2691 Signals Intelligence/Electronic Warfare Chief,Signals Intelligence/Electronic Warfare Chief
,,,,
Marines,0,2711,2711 Afghan Pashto Linguist (MGySgt-Pvt) EMOS,Afghan Pashto Linguist (MGySgt-Pvt) EMOS
,,,,
Marines,0,2712,2712 Arabic (Mod Std) Linguist,Arabic (Mod Std) Linguist
,,,,
Marines,0,2713,2713 Arabic (Egyptian) Linguist,Arabic (Egyptian) Linguist
,,,,
Marines,0,2714,2714 Arabic (Syrian) Linguist,Arabic (Syrian) Linguist
,,,,
Marines,0,2715,2715 Persian-Afghan (Dari) Linguist,Persian-Afghan (Dari) Linguist
,,,,
Marines,0,2716,2716 Amharic Linguist,Amharic Linguist
,,,,
Marines,0,2717,2717 Bengali Linguist,Bengali Linguist
,,,,
Marines,0,2718,2718 Hebrew Linguist,Hebrew Linguist
,,,,
Marines,0,2719,2719 Hindi Linguist,Hindi Linguist
,,,,
Marines,0,2721,2721 Kurdish Linguist,Kurdish Linguist
,,,,
Marines,0,2722,2722 Persian-Farsi Linguist,Persian-Farsi Linguist
,,,,
Marines,0,2723,2723 Somali Linguist,Somali Linguist
,,,,
Marines,0,2724,2724 Swahili Linguist,Swahili Linguist
,,,,
Marines,0,2726,2726 Turkish Linguist,Turkish Linguist
,,,,
Marines,0,2727,2727 Urdu Linguist,Urdu Linguist
,,,,
Marines,0,2728,2728 Arabic (Iraqi) Linguist,Arabic (Iraqi) Linguist
,,,,
Marines,0,2733,2733 Burmese Linguist,Burmese Linguist
,,,,
Marines,0,2734,2734 Cambodian Linguist,Cambodian Linguist
,,,,
Marines,0,2736,2736 Chinese (Cant) Linguist,Chinese (Cant) Linguist
,,,,
Marines,0,2738,2738 Indonesian Linguist,Indonesian Linguist
,,,,
Marines,0,2739,2739 Japanese Linguist,Japanese Linguist
,,,,
Marines,0,2741,2741 Korean Linguist,Korean Linguist
,,,,
Marines,0,2742,2742 Laotian Linguist,Laotian Linguist
,,,,
Marines,0,2743,2743 Malay Linguist,Malay Linguist
,,,,
Marines,0,2744,2744 Tagalog Linguist,Tagalog Linguist
,,,,
Marines,0,2746,2746 Thai Linguist,Thai Linguist
,,,,
Marines,0,2754,2754 Dutch Linguist,Dutch Linguist
,,,,
Marines,0,2756,2756 Finnish Linguist,Finnish Linguist
,,,,
Marines,0,2757,2757 French Linguist,French Linguist
,,,,
Marines,0,2758,2758 German Linguist,German Linguist
,,,,
Marines,0,2759,2759 Greek Linguist,Greek Linguist
,,,,
Marines,0,2761,2761 Haitian-Creole Linguist,Haitian-Creole Linguist
,,,,
Marines,0,2763,2763 Italian Linguist,Italian Linguist
,,,,
Marines,0,2764,2764 Norwegian Linguist,Norwegian Linguist
,,,,
Marines,0,2766,2766 Portuguese (BR) Linguist,Portuguese (BR) Linguist
,,,,
Marines,0,2767,2767 Portuguese (EU) Linguist,Portuguese (EU) Linguist
,,,,
